title,author,year,publication
Large Scale Multi-Illuminant (LSMI) Dataset for Developing White Balance Algorithm Under Mixed Illumination,"Kim Dongyoung , Kim Jinwoo , Nam Seonghyeon , Lee Dongwoo , Lee Yeonkyung , Kang Nahyup , Lee Hyong-Euk , Yoo ByungIn , Han Jae-Joon , Kim Seon Joo",2021,ICCV2021
Reality Transform Adversarial Generators for Image Splicing Forgery Detection and Localization,"Bi Xiuli , Zhang Zhipeng , Xiao Bin",2021,ICCV2021
Learning To Regress Bodies From Images Using Differentiable Semantic Rendering,"Dwivedi Sai Kumar , Athanasiou Nikos , Kocabas Muhammed , Black Michael J.",2021,ICCV2021
Bifold and Semantic Reasoning for Pedestrian Behavior Prediction,"Rasouli Amir , Rohani Mohsen , Luo Jun",2021,ICCV2021
Learning Target Candidate Association To Keep Track of What Not To Track,"Mayer Christoph , Danelljan Martin , Paudel D,a Pani , Van Gool Luc",2021,ICCV2021
VolumeFusion: Deep Depth Fusion for 3D Scene Reconstruction,"Choe Jaesung , Im Sunghoon , Rameau Francois , Kang Minjun , Kweon In So",2021,ICCV2021
Black-Box Detection of Backdoor Attacks With Limited Information and Data,"Dong Yinpeng , Yang Xiao , Deng Zhijie , Pang Tianyu , Xiao Zihao , Su Hang , Zhu Jun",2021,ICCV2021
A Robust Loss for Point Cloud Registration,"Deng Zhi , Yao Yuxin , Deng Bailin , Zhang Juyong",2021,ICCV2021
Semantic Concentration for Domain Adaptation,"Li Shuang , Xie Mixue , Lv Fangrui , Liu Chi Harold , Liang Jian , Qin Chen , Li Wei",2021,ICCV2021
PICCOLO: Point Cloud-Centric Omnidirectional Localization,"Kim Junho , Choi Changwoon , Jang Hojun , Kim Young Min",2021,ICCV2021
Distributional Robustness Loss for Long-Tail Learning,"Samuel Dvir , Chechik Gal",2021,ICCV2021
NGC: A Unified Framework for Learning With Open-World Noisy Data,"Wu Zhi-Fan , Wei Tong , Jiang Jianwen , Mao Chaojie , Tang Mingqian , Li Yu-Feng",2021,ICCV2021
Superpoint Network for Point Cloud Oversegmentation,"Hui Le , Yuan Jia , Cheng Mingmei , Xie Jin , Zhang Xiaoya , Yang Jian",2021,ICCV2021
Exploring Simple 3D Multi-Object Tracking for Autonomous Driving,"Luo Chenxu , Yang Xiaodong , Yuille Alan",2021,ICCV2021
Looking Here or There? Gaze Following in 360-Degree Images,"Li Yunhao , Shen Wei , Gao Zhongpai , Zhu Yucheng , Zhai Guangtao , Guo Guodong",2021,ICCV2021
LoOp: Looking for Optimal Hard Negative Embeddings for Deep Metric Learning,"Vasudeva Bhavya , Deora Puneesh , Bhattacharya Saumik , Pal Umapada , Ch,a Sukalpa",2021,ICCV2021
How To Train Neural Networks for Flare Removal,"Wu Yicheng , He Qiurui , Xue Tianfan , Garg Rahul , Chen Jiawen , Veeraraghavan Ashok , Barron Jonathan T.",2021,ICCV2021
Motion Basis Learning for Unsupervised Deep Homography Estimation With Subspace Projection,"Ye Nianjin , Wang Chuan , Fan Haoqiang , Liu Shuaicheng",2021,ICCV2021
DeepMultiCap: Performance Capture of Multiple Characters Using Sparse Multiview Cameras,"Zheng Yang , Shao Ruizhi , Zhang Yuxiang , Yu Tao , Zheng Zerong , Dai Qionghai , Liu Yebin",2021,ICCV2021
AI Choreographer: Music Conditioned 3D Dance Generation With AIST++,"Li Ruilong , Yang Shan , Ross David A. , Kanazawa Angjoo",2021,ICCV2021
PU-EVA: An Edge-Vector Based Approximation Solution for Flexible-Scale Point Cloud Upsampling,"Luo Luqing , Tang Lulu , Zhou Wanyi , Wang Shizheng , Yang Zhi-Xin",2021,ICCV2021
Spatial Uncertainty-Aware Semi-Supervised Crowd Counting,"Meng Y,a , Zhang Hongrun , Zhao Yitian , Yang Xiaoyun , Qian Xuesheng , Huang Xiaowei , Zheng Yalin",2021,ICCV2021
SurfGen: Adversarial 3D Shape Synthesis With Explicit Surface Discriminators,"Luo Andrew , Li Tianqin , Zhang Wen-Hao , Lee Tai Sing",2021,ICCV2021
TransReID: Transformer-Based Object Re-Identification,"He Shuting , Luo Hao , Wang Pichao , Wang Fan , Li Hao , Jiang Wei",2021,ICCV2021
Batch Normalization Increases Adversarial Vulnerability and Decreases Adversarial Transferability: A Non-Robust Feature Perspective,"Benz Philipp , Zhang Chaoning , Kweon In So",2021,ICCV2021
Foreground Activation Maps for Weakly Supervised Object Localization,"Meng Meng , Zhang Tianzhu , Tian Qi , Zhang Yongdong , Wu Feng",2021,ICCV2021
Self-Mutual Distillation Learning for Continuous Sign Language Recognition,"Hao Aiming , Min Yuecong , Chen Xilin",2021,ICCV2021
SOMA: Solving Optical Marker-Based MoCap Automatically,"Ghorbani Nima , Black Michael J.",2021,ICCV2021
GLiT: Neural Architecture Search for Global and Local Image Transformer,"Chen Boyu , Li Peixia , Li Chuming , Li Baopu , Bai Lei , Lin Chen , Sun Ming , Yan Junjie , Ouyang Wanli",2021,ICCV2021
In-the-Wild Single Camera 3D Reconstruction Through Moving Water Surfaces,"Xiong Jinhui , Heidrich Wolfgang",2021,ICCV2021
DeepCAD: A Deep Generative Network for Computer-Aided Design Models,"Wu Rundi , Xiao Chang , Zheng Changxi",2021,ICCV2021
Understanding Robustness of Transformers for Image Classification,"Bhojanapalli Srinadh , Chakrabarti Ayan , Glasner Daniel , Li Daliang , Unterthiner Thomas , Veit Andreas",2021,ICCV2021
Learning Canonical View Representation for 3D Shape Recognition With Arbitrary Views,"Wei Xin , Gong Yifei , Wang Fudong , Sun Xing , Sun Jian",2021,ICCV2021
Fourier Space Losses for Efficient Perceptual Image Super-Resolution,"Fuoli Dario , Van Gool Luc , Timofte Radu",2021,ICCV2021
A Backdoor Attack Against 3D Point Cloud Classifiers,"Xiang Zhen , Miller David J. , Chen Siheng , Li Xi , Kesidis George",2021,ICCV2021
Guided Point Contrastive Learning for Semi-Supervised Point Cloud Semantic Segmentation,"Jiang Li , Shi Shaoshuai , Tian Zhuotao , Lai Xin , Liu Shu , Fu Chi-Wing , Jia Jiaya",2021,ICCV2021
Location-Aware Single Image Reflection Removal,"Dong Zheng , Xu Ke , Yang Yin , Bao Hujun , Xu Weiwei , Lau Rynson W.H.",2021,ICCV2021
Better Aggregation in Test-Time Augmentation,"Shanmugam Divya , Blalock Davis , Balakrishnan Guha , Guttag John",2021,ICCV2021
Self-Born Wiring for Neural Trees,"Chen Ying , Mao Feng , Song Jie , Wang Xinchao , Wang Huiqiong , Song Mingli",2021,ICCV2021
DenseTNT: End-to-End Trajectory Prediction From Dense Goal Sets,"Gu Junru , Sun Chen , Zhao Hang",2021,ICCV2021
Segmentation-Grounded Scene Graph Generation,"Kh,elwal Siddhesh , Suhail Mohammed , Sigal Leonid",2021,ICCV2021
Detector-Free Weakly Supervised Grounding by Separation,"Arbelle Assaf , Doveh Sivan , Alfassy Amit , Shtok Joseph , Lev Guy , Schwartz Eli , Kuehne Hilde , Levi Hila Barak , Sattigeri Prasanna , P,a Rameswar , Chen Chun-Fu (Richard) , Bronstein Alex , Saenko Kate , Ullman Shimon , Giryes Raja , Feris Rogerio , Karlinsky Leonid",2021,ICCV2021
Geography-Aware Self-Supervised Learning,"Ayush Kumar , Uzkent Burak , Meng Chenlin , Tanmay Kumar , Burke Marshall , Lobell David , Ermon Stefano",2021,ICCV2021
CrossCLR: Cross-Modal Contrastive Learning for Multi-Modal Video Representations,"Zolfaghari Mohammadreza , Zhu Yi , Gehler Peter , Brox Thomas",2021,ICCV2021
Shape-Aware Multi-Person Pose Estimation From Multi-View Images,"Dong Zijian , Song Jie , Chen Xu , Guo Chen , Hilliges Otmar",2021,ICCV2021
Single Image Defocus Deblurring Using Kernel-Sharing Parallel Atrous Convolutions,"Son Hyeongseok , Lee Junyong , Cho Sunghyun , Lee Seungyong",2021,ICCV2021
Time-Multiplexed Coded Aperture Imaging: Learned Coded Aperture and Pixel Exposures for Compressive Imaging Systems,"Vargas Edwin , Martel Julien N. P. , Wetzstein Gordon , Arguello Henry",2021,ICCV2021
Motion-Aware Dynamic Architecture for Efficient Frame Interpolation,"Choi Myungsub , Lee Suyoung , Kim Heewon , Lee Kyoung Mu",2021,ICCV2021
Contrasting Contrastive Self-Supervised Representation Learning Pipelines,"Kotar Klemen , Ilharco Gabriel , Schmidt Ludwig , Ehsani Kiana , Mottaghi Roozbeh",2021,ICCV2021
Normalized Human Pose Features for Human Action Video Alignment,"Liu Jingyuan , Shi Mingyi , Chen Qifeng , Fu Hongbo , Tai Chiew-Lan",2021,ICCV2021
Learning Hierarchical Graph Neural Networks for Image Clustering,"Xing Yifan , He Tong , Xiao Tianjun , Wang Yongxin , Xiong Yuanjun , Xia Wei , Wipf David , Zhang Zheng , Soatto Stefano",2021,ICCV2021
Indoor Scene Generation From a Collection of Semantic-Segmented Depth Images,"Yang Ming-Jia , Guo Yu-Xiao , Zhou Bin , Tong Xin",2021,ICCV2021
Keypoint Communities,"Zauss Duncan , Kreiss Sven , Alahi Alex,re",2021,ICCV2021
Can Scale-Consistent Monocular Depth Be Learned in a Self-Supervised Scale-Invariant Manner?,"Wang Lijun , Wang Yifan , Wang Linzhao , Zhan Yunlong , Wang Ying , Lu Huchuan",2021,ICCV2021
Multi-Task Self-Training for Learning General Representations,"Ghiasi Golnaz , Zoph Barret , Cubuk Ekin D. , Le Quoc V. , Lin Tsung-Yi",2021,ICCV2021
Adaptive Unfolding Total Variation Network for Low-Light Image Enhancement,"Zheng Chuanjun , Shi Daming , Shi Wentian",2021,ICCV2021
Training Weakly Supervised Video Frame Interpolation With Events,"Yu Zhiyang , Zhang Yu , Liu Deyuan , Zou Dongqing , Chen Xijun , Liu Yebin , Ren Jimmy S.",2021,ICCV2021
"TransView: Inside, Outside, and Across the Cropping View Boundaries","Pan Zhiyu , Cao Zhiguo , Wang Kewei , Lu Hao , Zhong Weicai",2021,ICCV2021
Vis2Mesh: Efficient Mesh Reconstruction From Unstructured Point Clouds of Large Scenes With Learned Virtual View Visibility,"Song Shuang , Cui Zhaopeng , Qin Rongjun",2021,ICCV2021
ID-Reveal: Identity-Aware DeepFake Video Detection,"Cozzolino Davide , R\""ossler Andreas , Thies Justus , Nie{\ss}ner Matthias , Verdoliva Luisa",2021,ICCV2021
GAN-Control: Explicitly Controllable GANs,"Shoshan Alon , Bhonker Nadav , Kviatkovsky Igor , Medioni G\'erard",2021,ICCV2021
A Closer Look at Rotation-Invariant Deep Point Cloud Analysis,"Li Feiran , Fujiwara Kent , Okura Fumio , Matsushita Yasuyuki",2021,ICCV2021
Relating Adversarially Robust Generalization to Flat Minima,"Stutz David , Hein Matthias , Schiele Bernt",2021,ICCV2021
Re-Energizing Domain Discriminator With Sample Relabeling for Adversarial Domain Adaptation,"Jin Xin , Lan Cuiling , Zeng Wenjun , Chen Zhibo",2021,ICCV2021
Learning To Adversarially Blur Visual Object Tracking,"Guo Qing , Cheng Ziyi , Juefei-Xu Felix , Ma Lei , Xie Xiaofei , Liu Yang , Zhao Jianjun",2021,ICCV2021
Few-Shot Image Classification: Just Use a Library of Pre-Trained Feature Extractors and a Simple Classifier,"Chowdhury Arkab,hu , Jiang Mingchao , Chaudhuri Swarat , Jermaine Chris",2021,ICCV2021
COMISR: Compression-Informed Video Super-Resolution,"Li Yinxiao , Jin Pengchong , Yang Feng , Liu Ce , Yang Ming-Hsuan , Milanfar Peyman",2021,ICCV2021
Bit-Mixer: Mixed-Precision Networks With Runtime Bit-Width Selection,"Bulat Adrian , Tzimiropoulos Georgios",2021,ICCV2021
Light Field Saliency Detection With Dual Local Graph Learning and Reciprocative Guidance,"Liu Nian , Zhao Wangbo , Zhang Dingwen , Han Junwei , Shao Ling",2021,ICCV2021
Finding Representative Interpretations on Convolutional Neural Networks,"Lam Peter Cho-Ho , Chu Lingyang , Torgonskiy Maxim , Pei Jian , Zhang Yong , Wang Lanjun",2021,ICCV2021
AINet: Association Implantation for Superpixel Segmentation,"Wang Yaxiong , Wei Yunchao , Qian Xueming , Zhu Li , Yang Yi",2021,ICCV2021
An Asynchronous Kalman Filter for Hybrid Event Cameras,"Wang Ziwei , Ng Yonhon , Scheerlinck Cedric , Mahony Robert",2021,ICCV2021
Orthogonal Projection Loss,"Ranasinghe Kanchana , Naseer Muzammal , Hayat Munawar , Khan Salman , Khan Fahad Shahbaz",2021,ICCV2021
Deep Virtual Markers for Articulated 3D Shapes,"Kim Hyomin , Kim Jungeon , Kam Jaewon , Park Jaesik , Lee Seungyong",2021,ICCV2021
Achieving On-Mobile Real-Time Super-Resolution With Neural Architecture and Pruning Search,"Zhan Zheng , Gong Yifan , Zhao Pu , Yuan Geng , Niu Wei , Wu Yushu , Zhang Tianyun , Jayaweera Malith , Kaeli David , Ren Bin , Lin Xue , Wang Yanzhi",2021,ICCV2021
One-Pass Multi-View Clustering for Large-Scale Data,"Liu Jiyuan , Liu Xinwang , Yang Yuexiang , Liu Li , Wang Siqi , Liang Weixuan , Shi Jiangyong",2021,ICCV2021
Knowledge-Enriched Distributional Model Inversion Attacks,"Chen Si , Kahla Mostafa , Jia Ruoxi , Qi Guo-Jun",2021,ICCV2021
"Z-Score Normalization, Hubness, and Few-Shot Learning","Fei Nanyi , Gao Yizhao , Lu Zhiwu , Xiang Tao",2021,ICCV2021
Dense Interaction Learning for Video-Based Person Re-Identification,"He Tianyu , Jin Xin , Shen Xu , Huang Jianqiang , Chen Zhibo , Hua Xian-Sheng",2021,ICCV2021
M3D-VTON: A Monocular-to-3D Virtual Try-On Network,"Zhao Fuwei , Xie Zhenyu , Kampffmeyer Michael , Dong Haoye , Han Songfang , Zheng Tianxiang , Zhang Tao , Liang Xiaodan",2021,ICCV2021
Explanations for Occluded Images,"Chockler Hana , Kroening Daniel , Sun Youcheng",2021,ICCV2021
Designing a Practical Degradation Model for Deep Blind Image Super-Resolution,"Zhang Kai , Liang Jingyun , Van Gool Luc , Timofte Radu",2021,ICCV2021
Unshuffling Data for Improved Generalization in Visual Question Answering,"Teney Damien , Abbasnejad Ehsan , van den Hengel Anton",2021,ICCV2021
Architecture Disentanglement for Deep Neural Networks,"Hu Jie , Cao Liujuan , Tong Tong , Ye Qixiang , Zhang Shengchuan , Li Ke , Huang Feiyue , Shao Ling , Ji Rongrong",2021,ICCV2021
Instances As Queries,"Fang Yuxin , Yang Shusheng , Wang Xinggang , Li Yu , Fang Chen , Shan Ying , Feng Bin , Liu Wenyu",2021,ICCV2021
Omni-GAN: On the Secrets of cGANs and Beyond,"Zhou Peng , Xie Lingxi , Ni Bingbing , Geng Cong , Tian Qi",2021,ICCV2021
ACDC: The Adverse Conditions Dataset With Correspondences for Semantic Driving Scene Understanding,"Sakaridis Christos , Dai Dengxin , Van Gool Luc",2021,ICCV2021
Improving De-Raining Generalization via Neural Reorganization,"Xiao Jie , Zhou Man , Fu Xueyang , Liu Aiping , Zha Zheng-Jun",2021,ICCV2021
3D Shape Generation and Completion Through Point-Voxel Diffusion,"Zhou Linqi , Du Yilun , Wu Jiajun",2021,ICCV2021
Temporal Knowledge Consistency for Unsupervised Visual Representation Learning,"Feng Weixin , Wang Yuanjiang , Ma Lihua , Yuan Ye , Zhang Chi",2021,ICCV2021
Self-Conditioned Probabilistic Learning of Video Rescaling,"Tian Yuan , Lu Guo , Min Xiongkuo , Che Zhaohui , Zhai Guangtao , Guo Guodong , Gao Zhiyong",2021,ICCV2021
Unsupervised Image Generation With Infinite Generative Adversarial Networks,"Ying Hui , Wang He , Shao Tianjia , Yang Yin , Zhou Kun",2021,ICCV2021
SGPA: Structure-Guided Prior Adaptation for Category-Level 6D Object Pose Estimation,"Chen Kai , Dou Qi",2021,ICCV2021
Inferring High-Resolution Traffic Accident Risk Maps Based on Satellite Imagery and GPS Trajectories,"He Songtao , Sadeghi Mohammad Amin , Chawla Sanjay , Alizadeh Mohammad , Balakrishnan Hari , Madden Samuel",2021,ICCV2021
Self-Supervised Product Quantization for Deep Unsupervised Image Retrieval,"Jang Young Kyun , Cho Nam Ik",2021,ICCV2021
On Equivariant and Invariant Learning of Object Landmark Representations,"Cheng Zezhou , Su Jong-Chyi , Maji Subhransu",2021,ICCV2021
Rethinking Deep Image Prior for Denoising,"Jo Yeonsik , Chun Se Young , Choi Jonghyun",2021,ICCV2021
VariTex: Variational Neural Face Textures,"B\""uhler Marcel C. , Meka Abhimitra , Li Gengyan , Beeler Thabo , Hilliges Otmar",2021,ICCV2021
Domain Adaptive Semantic Segmentation With Self-Supervised Depth Estimation,"Wang Qin , Dai Dengxin , Hoyer Lukas , Van Gool Luc , Fink Olga",2021,ICCV2021
The Way to My Heart Is Through Contrastive Learning: Remote Photoplethysmography From Unlabelled Video,"Gideon John , Stent Simon",2021,ICCV2021
IICNet: A Generic Framework for Reversible Image Conversion,"Cheng Ka Leong , Xie Yueqi , Chen Qifeng",2021,ICCV2021
Deep Hough Voting for Robust Global Registration,"Lee Junha , Kim Seungwook , Cho Minsu , Park Jaesik",2021,ICCV2021
Image Synthesis From Layout With Locality-Aware Mask Adaption,"Li Zejian , Wu Jingyu , Koh Immanuel , Tang Yongchuan , Sun Lingyun",2021,ICCV2021
Generalized and Incremental Few-Shot Learning by Explicit Learning and Calibration Without Forgetting,"Kukleva Anna , Kuehne Hilde , Schiele Bernt",2021,ICCV2021
Scribble-Supervised Semantic Segmentation by Uncertainty Reduction on Neural Representation and Self-Supervision on Neural Eigenspace,"Pan Zhiyi , Jiang Peng , Wang Yunhai , Tu Changhe , Cohn Anthony G.",2021,ICCV2021
Unsupervised Domain Adaptive 3D Detection With Multi-Level Consistency,"Luo Zhipeng , Cai Zhongang , Zhou Changqing , Zhang Gongjie , Zhao Haiyu , Yi Shuai , Lu Shijian , Li Hongsheng , Zhang Shanghang , Liu Ziwei",2021,ICCV2021
Transporting Causal Mechanisms for Unsupervised Domain Adaptation,"Yue Zhongqi , Sun Qianru , Hua Xian-Sheng , Zhang Hanwang",2021,ICCV2021
Learning To Estimate Hidden Motions With Global Motion Aggregation,"Jiang Shihao , Campbell Dylan , Lu Yao , Li Hongdong , Hartley Richard",2021,ICCV2021
Predicting With Confidence on Unseen Distributions,"Guillory Devin , Shankar Vaishaal , Ebrahimi Sayna , Darrell Trevor , Schmidt Ludwig",2021,ICCV2021
TAM: Temporal Adaptive Module for Video Recognition,"Liu Zhaoyang , Wang Limin , Wu Wayne , Qian Chen , Lu Tong",2021,ICCV2021
Generating Masks From Boxes by Mining Spatio-Temporal Consistencies in Videos,"Zhao Bin , Bhat Goutam , Danelljan Martin , Van Gool Luc , Timofte Radu",2021,ICCV2021
TRAR: Routing the Attention Spans in Transformer for Visual Question Answering,"Zhou Yiyi , Ren Tianhe , Zhu Chaoyang , Sun Xiaoshuai , Liu Jianzhuang , Ding Xinghao , Xu Mingliang , Ji Rongrong",2021,ICCV2021
Embed Me if You Can: A Geometric Perceptron,"Melnyk Pavlo , Felsberg Michael , Wadenb\""ack M\r{a}rten",2021,ICCV2021
Learning Rare Category Classifiers on a Tight Labeling Budget,"Mullapudi Ravi Teja , Poms Fait , Mark William R. , Ramanan Deva , Fatahalian Kayvon",2021,ICCV2021
Persistent Homology Based Graph Convolution Network for Fine-Grained 3D Shape Segmentation,"Wong Chi-Chong , Vong Chi-Man",2021,ICCV2021
Hybrid Neural Fusion for Full-Frame Video Stabilization,"Liu Yu-Lun , Lai Wei-Sheng , Yang Ming-Hsuan , Chuang Yung-Yu , Huang Jia-Bin",2021,ICCV2021
HIRE-SNN: Harnessing the Inherent Robustness of Energy-Efficient Deep Spiking Neural Networks by Training With Crafted Input Noise,"Kundu Souvik , Pedram Massoud , Beerel Peter A.",2021,ICCV2021
CDNet: Centripetal Direction Network for Nuclear Instance Segmentation,"He Hongliang , Huang Zhongyi , Ding Yao , Song Guoli , Wang Lin , Ren Qian , Wei Pengxu , Gao Zhiqiang , Chen Jie",2021,ICCV2021
3D Human Texture Estimation From a Single Image With Transformers,"Xu Xiangyu , Loy Chen Change",2021,ICCV2021
The Surprising Effectiveness of Visual Odometry Techniques for Embodied PointGoal Navigation,"Zhao Xiaoming , Agrawal Harsh , Batra Dhruv , Schwing Alex,er G.",2021,ICCV2021
Rehearsal Revealed: The Limits and Merits of Revisiting Samples in Continual Learning,"Verwimp Eli , De Lange Matthias , Tuytelaars Tinne",2021,ICCV2021
Group-Free 3D Object Detection via Transformers,"Liu Ze , Zhang Zheng , Cao Yue , Hu Han , Tong Xin",2021,ICCV2021
Discover the Unknown Biased Attribute of an Image Classifier,"Li Zhiheng , Xu Chenliang",2021,ICCV2021
Learn To Cluster Faces via Pairwise Classification,"Liu Junfu , Qiu Di , Yan Pengfei , Wei Xiaolin",2021,ICCV2021
DAE-GAN: Dynamic Aspect-Aware GAN for Text-to-Image Synthesis,"Ruan Shulan , Zhang Yong , Zhang Kun , Fan Yanbo , Tang Fan , Liu Qi , Chen Enhong",2021,ICCV2021
Learning Facial Representations From the Cycle-Consistency of Face,"Chang Jia-Ren , Chen Yong-Sheng , Chiu Wei-Chen",2021,ICCV2021
Towards Memory-Efficient Neural Networks via Multi-Level In Situ Generation,"Gu Jiaqi , Zhu Hanqing , Feng Chenghao , Liu Mingjie , Jiang Zixuan , Chen Ray T. , Pan David Z.",2021,ICCV2021
Greedy Gradient Ensemble for Robust Visual Question Answering,"Han Xinzhe , Wang Shuhui , Su Chi , Huang Qingming , Tian Qi",2021,ICCV2021
Influence Selection for Active Learning,"Liu Zhuoming , Ding Hao , Zhong Huaping , Li Weijia , Dai Jifeng , He Conghui",2021,ICCV2021
