title,author,year,publication,citation
DensePose 3D: Lifting Canonical Surface Maps of Articulated Objects to the Third Dimension,"Shapovalov Roman , Novotny David , Graham Benjamin , Labatut Patrick , Vedaldi Andrea",2021,ICCV2021,4
Unpaired Learning for Deep Image Deraining With Rain Direction Regularizer,"Liu Yang , Yue Ziyu , Pan Jinshan , Su Zhixun",2021,ICCV2021,15
Self-Supervised Image Prior Learning With GMM From a Single Noisy Image,"Liu Haosen , Liu Xuan , Lu Jiangbo , Tan Shan",2021,ICCV2021,2
Exploiting a Joint Embedding Space for Generalized Zero-Shot Semantic Segmentation,"Baek Donghyeon , Oh Youngmin , Ham Bumsub",2021,ICCV2021,37
HeadGAN: One-Shot Neural Head Synthesis and Editing,"Doukas Michail Christos , Zafeiriou Stefanos , Sharmanska Viktoriia",2021,ICCV2021,37
Aligning Subtitles in Sign Language Videos,"Bull Hannah , Afouras Triantafyllos , Varol G\""ul , Albanie Samuel , Momeni Liliane , Zisserman Andrew",2021,ICCV2021,11
Variational Feature Disentangling for Fine-Grained Few-Shot Classification,"Xu Jingyi , Le Hieu , Huang Mingzhen , Athar ShahRukh , Samaras Dimitris",2021,ICCV2021,16
MultiSiam: Self-Supervised Multi-Instance Siamese Representation Learning for Autonomous Driving,"Chen Kai , Hong Lanqing , Xu Hang , Li Zhenguo , Yeung Dit-Yan",2021,ICCV2021,22
Pano-AVQA: Grounded Audio-Visual Question Answering on 360deg Videos,"Yun Heeseung , Yu Youngjae , Yang Wonsuk , Lee Kangil , Kim Gunhee",2021,ICCV2021,1
Deep Implicit Surface Point Prediction Networks,"Venkatesh Rahul , Karmali Tejan , Sharma Sarthak , Ghosh Aurobrata , Babu R. Venkatesh , Jeni L\'aszl\'o A. , Singh Maneesh",2021,ICCV2021,21
Broaden Your Views for Self-Supervised Video Learning,"Recasens Adri\`a , Luc Pauline , Alayrac Jean-Baptiste , Wang Luyu , Strub Florian , Tallec Corentin , Malinowski Mateusz , P\u{a}tr\u{a}ucean Viorica , Altch\'e Florent , Valko Michal , Grill Jean-Bastien , van den Oord A\""aron , Zisserman Andrew",2021,ICCV2021,76
Deep Metric Learning for Open World Semantic Segmentation,"Cen Jun , Yun Peng , Cai Junhao , Wang Michael Yu , Liu Ming",2021,ICCV2021,28
Boundary-Sensitive Pre-Training for Temporal Localization in Videos,"Xu Mengmeng , P\'erez-R\'ua Juan-Manuel , Escorcia Victor , Mart{\'\i}nez Brais , Zhu Xiatian , Zhang Li , Ghanem Bernard , Xiang Tao",2021,ICCV2021,0
SO-Pose: Exploiting Self-Occlusion for Direct 6D Pose Estimation,"Di Yan , Manhardt Fabian , Wang Gu , Ji Xiangyang , Navab Nassir , Tombari Federico",2021,ICCV2021,0
Explainable Video Entailment With Grounded Visual Evidence,"Chen Junwen , Kong Yu",2021,ICCV2021,4
HiT: Hierarchical Transformer With Momentum Contrast for Video-Text Retrieval,"Liu Song , Fan Haoqi , Qian Shengsheng , Chen Yiru , Ding Wenkui , Wang Zhongyuan",2021,ICCV2021,74
Unsupervised Few-Shot Action Recognition via Action-Appearance Aligned Meta-Adaptation,"Patravali Jay , Mittal Gaurav , Yu Ye , Li Fuxin , Chen Mei",2021,ICCV2021,0
Poly-NL: Linear Complexity Non-Local Layers With 3rd Order Polynomials,"Babiloni Francesca , Marras Ioannis , Kokkinos Filippos , Deng Jiankang , Chrysos Grigorios , Zafeiriou Stefanos",2021,ICCV2021,0
"PatchMatch-RL: Deep MVS With Pixelwise Depth, Normal, and Visibility","Lee Jae Yong , DeGol Joseph , Zou Chuhang , Hoiem Derek",2021,ICCV2021,11
Distinctiveness Oriented Positional Equilibrium for Point Cloud Registration,"Min Taewon , Song Chonghyuk , Kim Eunseok , Shim Inwook",2021,ICCV2021,0
Deep Edge-Aware Interactive Colorization Against Color-Bleeding Effects,"Kim Eungyeup , Lee Sanghyeon , Park Jeonghoon , Choi Somi , Seo Choonghyun , Choo Jaegul",2021,ICCV2021,9
ELSD: Efficient Line Segment Detector and Descriptor,"Zhang Haotian , Luo Yicheng , Qin Fangbo , He Yijia , Liu Xiao",2021,ICCV2021,0
Separable Flow: Learning Motion Cost Volumes for Optical Flow Estimation,"Zhang Feihu , Woodford Oliver J. , Prisacariu Victor Adrian , Torr Philip H.S.",2021,ICCV2021,0
Learned Spatial Representations for Few-Shot Talking-Head Synthesis,"Meshry Moustafa , Suri Saksham , Davis Larry S. , Shrivastava Abhinav",2021,ICCV2021,0
Vision Transformers for Dense Prediction,"Ranftl Ren\'e , Bochkovskiy Alexey , Koltun Vladlen",2021,ICCV2021,495
V-DESIRR: Very Fast Deep Embedded Single Image Reflection Removal,"Prasad B H Pawan , S Green Rosh K , Boregowda Lokesh R. , Mitra Kaushik , Chowdhury Sanjoy",2021,ICCV2021,5
CrackFormer: Transformer Network for Fine-Grained Crack Detection,"Liu Huajun , Miao Xiangyu , Mertz Christoph , Xu Chengzhong , Kong Hui",2021,ICCV2021,11
Factorizing Perception and Policy for Interactive Instruction Following,"Singh Kunal Pratap , Bhambri Suvaansh , Kim Byeonghwi , Mottaghi Roozbeh , Choi Jonghyun",2021,ICCV2021,10
Detecting Invisible People,"Khurana Tarasha , Dave Achal , Ramanan Deva",2021,ICCV2021,13
GANcraft: Unsupervised 3D Neural Rendering of Minecraft Worlds,"Hao Zekun , Mallya Arun , Belongie Serge , Liu Ming-Yu",2021,ICCV2021,64
Talk-To-Edit: Fine-Grained Facial Editing via Dialog,"Jiang Yuming , Huang Ziqi , Pan Xingang , Loy Chen Change , Liu Ziwei",2021,ICCV2021,0
AgentFormer: Agent-Aware Transformers for Socio-Temporal Multi-Agent Forecasting,"Yuan Ye , Weng Xinshuo , Ou Yanglan , Kitani Kris M.",2021,ICCV2021,0
Transparent Object Tracking Benchmark,"Fan Heng , Miththanthaya Halady Akhilesha , Harshit , Rajan Siranjiv Ramana , Liu Xiaoqiong , Zou Zhilin , Lin Yuewei , Ling Haibin",2021,ICCV2021,0
Boosting Weakly Supervised Object Detection via Learning Bounding Box Adjusters,"Dong Bowen , Huang Zitong , Guo Yuelin , Wang Qilong , Niu Zhenxing , Zuo Wangmeng",2021,ICCV2021,0
Group-Wise Inhibition Based Feature Regularization for Robust Classification,"Liu Haozhe , Wu Haoqian , Xie Weicheng , Liu Feng , Shen Linlin",2021,ICCV2021,9
Incorporating Convolution Designs Into Visual Transformers,"Yuan Kun , Guo Shaopeng , Liu Ziwei , Zhou Aojun , Yu Fengwei , Wu Wei",2021,ICCV2021,212
CDS: Cross-Domain Self-Supervised Pre-Training,"Kim Donghyun , Saito Kuniaki , Oh Tae-Hyun , Plummer Bryan A. , Sclaroff Stan , Saenko Kate",2021,ICCV2021,0
CaT: Weakly Supervised Object Detection With Category Transfer,"Cao Tianyue , Du Lianyu , Zhang Xiaoyun , Chen Siheng , Zhang Ya , Wang Yan-Feng",2021,ICCV2021,10
4DComplete: Non-Rigid Motion Estimation Beyond the Observable Surface,"Li Yang , Takehara Hikari , Taketomi Takafumi , Zheng Bo , Nie{\ss}ner Matthias",2021,ICCV2021,24
Scaling Semantic Segmentation Beyond 1K Classes on a Single GPU,"Jain Shipra , Paudel D,a Pani , Danelljan Martin , Van Gool Luc",2021,ICCV2021,8
Searching for Robustness: Loss Learning for Noisy Classification Tasks,"Gao Boyan , Gouk Henry , Hospedales Timothy M.",2021,ICCV2021,7
On Compositions of Transformations in Contrastive Self-Supervised Learning,"Patrick M,ela , Asano Yuki M. , Kuznetsova Polina , Fong Ruth , Henriques Jo\~ao F. , Zweig Geoffrey , Vedaldi Andrea",2021,ICCV2021,0
Handwriting Transformers,"Bhunia Ankan Kumar , Khan Salman , Cholakkal Hisham , Anwer Rao Muhammad , Khan Fahad Shahbaz , Shah Mubarak",2021,ICCV2021,15
BV-Person: A Large-Scale Dataset for Bird-View Person Re-Identification,"Yan Cheng , Pang Guansong , Wang Lei , Jiao Jile , Feng Xuetao , Shen Chunhua , Li Jingjing",2021,ICCV2021,5
Hierarchical Kinematic Probability Distributions for 3D Human Shape and Pose Estimation From Images in the Wild,"Sengupta Akash , Budvytis Ignas , Cipolla Roberto",2021,ICCV2021,14
Dynamic DETR: End-to-End Object Detection With Dynamic Attention,"Dai Xiyang , Chen Yinpeng , Yang Jianwei , Zhang Pengchuan , Yuan Lu , Zhang Lei",2021,ICCV2021,82
DepthTrack: Unveiling the Power of RGBD Tracking,"Yan Song , Yang Jinyu , K\""apyl\""a Jani , Zheng Feng , Leonardis Ale\v{s} , K\""am\""ar\""ainen Joni-Kristian",2021,ICCV2021,14
XVFI: eXtreme Video Frame Interpolation,"Sim Hyeonjun , Oh Jihyong , Kim Munchurl",2021,ICCV2021,58
Cortical Surface Shape Analysis Based on Alexandrov Polyhedra,"Zhang Min , Guo Yang , Lei Na , Zhao Zhou , Wu Jianfeng , Xu Xiaoyin , Wang Yalin , Gu Xianfeng",2021,ICCV2021,0
Watch Only Once: An End-to-End Video Action Detection Framework,"Chen Shoufa , Sun Peize , Xie Enze , Ge Chongjian , Wu Jiannan , Ma Lan , Shen Jiajun , Luo Ping",2021,ICCV2021,17
Spatial-Temporal Consistency Network for Low-Latency Trajectory Forecasting,"Li Shijie , Zhou Yanying , Yi Jinhui , Gall Juergen",2021,ICCV2021,0
Point Cloud Augmentation With Weighted Local Transformations,"Kim Sihyeon , Lee Sanghyeok , Hwang Dasol , Lee Jaewon , Hwang Seong Jae , Kim Hyunwoo J.",2021,ICCV2021,18
Solving Inefficiency of Self-Supervised Representation Learning,"Wang Guangrun , Wang Keze , Wang Guangcong , Torr Philip H.S. , Lin Liang",2021,ICCV2021,29
Stochastic Scene-Aware Motion Prediction,"Hassan Mohamed , Ceylan Duygu , Villegas Ruben , Saito Jun , Yang Jimei , Zhou Yi , Black Michael J.",2021,ICCV2021,19
Estimating and Exploiting the Aleatoric Uncertainty in Surface Normal Estimation,"Bae Gwangbin , Budvytis Ignas , Cipolla Roberto",2021,ICCV2021,23
Explaining in Style: Training a GAN To Explain a Classifier in StyleSpace,"Lang Oran , G,elsman Yossi , Yarom Michal , Wald Yoav , Elidan Gal , Hassidim Avinatan , Freeman William T. , Isola Phillip , Globerson Amir , Irani Michal , Mosseri Inbar",2021,ICCV2021,66
Exploring Visual Engagement Signals for Representation Learning,"Jia Menglin , Wu Zuxuan , Reiter Austin , Cardie Claire , Belongie Serge , Lim Ser-Nam",2021,ICCV2021,4
MUSIQ: Multi-Scale Image Quality Transformer,"Ke Junjie , Wang Qifei , Wang Yilin , Milanfar Peyman , Yang Feng",2021,ICCV2021,71
FcaNet: Frequency Channel Attention Networks,"Qin Zequn , Zhang Pengyi , Wu Fei , Li Xi",2021,ICCV2021,189
Matching in the Dark: A Dataset for Matching Image Pairs of Low-Light Scenes,"Song Wenzheng , Suganuma Masanori , Liu Xing , Shimobayashi Noriyuki , Maruta Daisuke , Okatani Takayuki",2021,ICCV2021,6
ReDAL: Region-Based and Diversity-Aware Active Learning for Point Cloud Semantic Segmentation,"Wu Tsung-Han , Liu Yueh-Cheng , Huang Yu-Kai , Lee Hsin-Ying , Su Hung-Ting , Huang Ping-Chia , Hsu Winston H.",2021,ICCV2021,0
Point Transformer,"Zhao Hengshuang , Jiang Li , Jia Jiaya , Torr Philip H.S. , Koltun Vladlen",2021,ICCV2021,527
Self-Motivated Communication Agent for Real-World Vision-Dialog Navigation,"Zhu Yi , Weng Yue , Zhu Fengda , Liang Xiaodan , Ye Qixiang , Lu Yutong , Jiao Jianbin",2021,ICCV2021,0
Learning Motion-Appearance Co-Attention for Zero-Shot Video Object Segmentation,"Yang Shu , Zhang Lu , Qi Jinqing , Lu Huchuan , Wang Shuo , Zhang Xiaoxing",2021,ICCV2021,0
Putting NeRF on a Diet: Semantically Consistent Few-Shot View Synthesis,"Jain Ajay , Tancik Matthew , Abbeel Pieter",2021,ICCV2021,133
CrossDet: Crossline Representation for Object Detection,"Qiu Heqian , Li Hongliang , Wu Qingbo , Cui Jianhua , Song Zichen , Wang Lanxiao , Zhang Minjian",2021,ICCV2021,5
Graph-to-3D: End-to-End Generation and Manipulation of 3D Scenes Using Scene Graphs,"Dhamo Helisa , Manhardt Fabian , Navab Nassir , Tombari Federico",2021,ICCV2021,13
Universal and Flexible Optical Aberration Correction Using Deep-Prior Based Deconvolution,"Li Xiu , Suo Jinli , Zhang Weihang , Yuan Xin , Dai Qionghai",2021,ICCV2021,6
E-ViL: A Dataset and Benchmark for Natural Language Explanations in Vision-Language Tasks,"Kayser Maxime , Camburu Oana-Maria , Salewski Leonard , Emde Cornelius , Do Virginie , Akata Zeynep , Lukasiewicz Thomas",2021,ICCV2021,39
Universal Cross-Domain Retrieval: Generalizing Across Classes and Domains,"Paul Soumava , Dutta Titir , Biswas Soma",2021,ICCV2021,5
Learning Unsupervised Metaformer for Anomaly Detection,"Wu Jhih-Ciang , Chen Ding-Jie , Fuh Chiou-Shann , Liu Tyng-Luh",2021,ICCV2021,16
Robust Object Detection via Instance-Level Temporal Cycle Confusion,"Wang Xin , Huang Thomas E. , Liu Benlin , Yu Fisher , Wang Xiaolong , Gonzalez Joseph E. , Darrell Trevor",2021,ICCV2021,14
HighlightMe: Detecting Highlights From Human-Centric Videos,"Bhattacharya Uttaran , Wu Gang , Petrangeli Stefano , Swaminathan Viswanathan , Manocha Dinesh",2021,ICCV2021,4
Procedure Planning in Instructional Videos via Contextual Modeling and Model-Based Policy Learning,"Bi Jing , Luo Jiebo , Xu Chenliang",2021,ICCV2021,12
Variable-Rate Deep Image Compression Through Spatially-Adaptive Feature Transform,"Song Myungseo , Choi Jinyoung , Han Bohyung",2021,ICCV2021,23
DeePSD: Automatic Deep Skinning and Pose Space Deformation for 3D Garment Animation,"Bertiche Hugo , Madadi Meysam , Tylson Emilio , Escalera Sergio",2021,ICCV2021,22
Structured Outdoor Architecture Reconstruction by Exploration and Classification,"Zhang Fuyang , Xu Xiang , Nauata Nelson , Furukawa Yasutaka",2021,ICCV2021,5
MG-GAN: A Multi-Generator Model Preventing Out-of-Distribution Samples in Pedestrian Trajectory Prediction,"Dendorfer Patrick , Elflein Sven , Leal-Taix\'e Laura",2021,ICCV2021,1
Rethinking Coarse-To-Fine Approach in Single Image Deblurring,"Cho Sung-Jin , Ji Seo-Won , Hong Jun-Pyo , Jung Seung-Won , Ko Sung-Jea",2021,ICCV2021,0
Multi-Instance Pose Networks: Rethinking Top-Down Pose Estimation,"Khirodkar Rawal , Chari Visesh , Agrawal Amit , Tyagi Ambrish",2021,ICCV2021,24
Rational Polynomial Camera Model Warping for Deep Learning Based Satellite Multi-View Stereo Matching,"Gao Jian , Liu Jin , Ji Shunping",2021,ICCV2021,6
A New Journey From SDRTV to HDRTV,"Chen Xiangyu , Zhang Zhengwen , Ren Jimmy S. , Tian Lynhoo , Qiao Yu , Dong Chao",2021,ICCV2021,15
Point-Set Distances for Learning Representations of 3D Point Clouds,"Nguyen Trung , Pham Quang-Hieu , Le Tam , Pham Tung , Ho Nhat , Hua Binh-Son",2021,ICCV2021,1
ELLIPSDF: Joint Object Pose and Shape Optimization With a Bi-Level Ellipsoid and Signed Distance Function Description,"Shan Mo , Feng Qiaojun , Jau You-Yi , Atanasov Nikolay",2021,ICCV2021,5
ARCH++: Animation-Ready Clothed Human Reconstruction Revisited,"He Tong , Xu Yuanlu , Saito Shunsuke , Soatto Stefano , Tung Tony",2021,ICCV2021,70
Vision-Language Transformer and Query Generation for Referring Segmentation,"Ding Henghui , Liu Chang , Wang Suchen , Jiang Xudong",2021,ICCV2021,5
Semantically Coherent Out-of-Distribution Detection,"Yang Jingkang , Wang Haoqi , Feng Litong , Yan Xiaopeng , Zheng Huabin , Zhang Wayne , Liu Ziwei",2021,ICCV2021,36
SCOUTER: Slot Attention-Based Classifier for Explainable Image Recognition,"Li Liangzhi , Wang Bowen , Verma Manisha , Nakashima Yuta , Kawasaki Ryo , Nagahara Hajime",2021,ICCV2021,0
RetrievalFuse: Neural 3D Scene Reconstruction With a Database,"Siddiqui Yawar , Thies Justus , Ma Fangchang , Shan Qi , Nie{\ss}ner Matthias , Dai Angela",2021,ICCV2021,20
Spatio-Temporal Self-Supervised Representation Learning for 3D Point Clouds,"Huang Siyuan , Xie Yichen , Zhu Song-Chun , Zhu Yixin",2021,ICCV2021,0
Learning To Know Where To See: A Visibility-Aware Approach for Occluded Person Re-Identification,"Yang Jinrui , Zhang Jiawei , Yu Fufu , Jiang Xinyang , Zhang Mengdan , Sun Xing , Chen Ying-Cong , Zheng Wei-Shi",2021,ICCV2021,14
Focal Frequency Loss for Image Reconstruction and Synthesis,"Jiang Liming , Dai Bo , Wu Wayne , Loy Chen Change",2021,ICCV2021,53
Calibrating Concepts and Operations: Towards Symbolic Reasoning on Real Images,"Li Zhuowan , Stengel-Eskin Elias , Zhang Yixiao , Xie Cihang , Tran Quan Hung , Van Durme Benjamin , Yuille Alan",2021,ICCV2021,7
Vision-Language Navigation With Random Environmental Mixup,"Liu Chong , Zhu Fengda , Chang Xiaojun , Liang Xiaodan , Ge Zongyuan , Shen Yi-Dong",2021,ICCV2021,23
Object Tracking by Jointly Exploiting Frame and Event Domain,"Zhang Jiqing , Yang Xin , Fu Yingkai , Wei Xiaopeng , Yin Baocai , Dong Bo",2021,ICCV2021,14
Learning To Generate Scene Graph From Natural Language Supervision,"Zhong Yiwu , Shi Jing , Yang Jianwei , Xu Chenliang , Li Yin",2021,ICCV2021,24
Editing Conditional Radiance Fields,"Liu Steven , Zhang Xiuming , Zhang Zhoutong , Zhang Richard , Zhu Jun-Yan , Russell Bryan",2021,ICCV2021,83
"Global Pooling, More Than Meets the Eye: Position Information Is Encoded Channel-Wise in CNNs","Islam Md Amirul , Kowal Matthew , Jia Sen , Derpanis Konstantinos G. , Bruce Neil D. B.",2021,ICCV2021,11
Testing Using Privileged Information by Adapting Features With Statistical Dependence,"Kim Kwang In , Tompkin James",2021,ICCV2021,0
CvT: Introducing Convolutions to Vision Transformers,"Wu Haiping , Xiao Bin , Codella Noel , Liu Mengchen , Dai Xiyang , Yuan Lu , Zhang Lei",2021,ICCV2021,738
Context-Sensitive Temporal Feature Learning for Gait Recognition,"Huang Xiaohu , Zhu Duowang , Wang Hao , Wang Xinggang , Yang Bo , He Botao , Liu Wenyu , Feng Bin",2021,ICCV2021,30
Pseudo-Mask Matters in Weakly-Supervised Semantic Segmentation,"Li Yi , Kuang Zhanghui , Liu Liyang , Chen Yimin , Zhang Wayne",2021,ICCV2021,382
COTR: Correspondence Transformer for Matching Across Images,"Jiang Wei , Trulls Eduard , Hosang Jan , Tagliasacchi Andrea , Yi Kwang Moo",2021,ICCV2021,100
CoMatch: Semi-Supervised Learning With Contrastive Graph Regularization,"Li Junnan , Xiong Caiming , Hoi Steven C.H.",2021,ICCV2021,88
End-to-End Semi-Supervised Object Detection With Soft Teacher,"Xu Mengde , Zhang Zheng , Hu Han , Wang Jianfeng , Wang Lijuan , Wei Fangyun , Bai Xiang , Liu Zicheng",2021,ICCV2021,179
Zen-NAS: A Zero-Shot NAS for High-Performance Image Recognition,"Lin Ming , Wang Pichao , Sun Zhenhong , Chen Hesen , Sun Xiuyu , Qian Qi , Li Hao , Jin Rong",2021,ICCV2021,0
Virtual Light Transport Matrices for Non-Line-of-Sight Imaging,"Marco Julio , Jarabo Adrian , Nam Ji Hyun , Liu Xiaochun , Cosculluela Miguel \'Angel , Velten Andreas , Gutierrez Diego",2021,ICCV2021,3
DecentLaM: Decentralized Momentum SGD for Large-Batch Deep Training,"Yuan Kun , Chen Yiming , Huang Xinmeng , Zhang Yingya , Pan Pan , Xu Yinghui , Yin Wotao",2021,ICCV2021,19
Video Object Segmentation With Dynamic Memory Networks and Adaptive Object Alignment,"Liang Shuxian , Shen Xu , Huang Jianqiang , Hua Xian-Sheng",2021,ICCV2021,13
Augmented Lagrangian Adversarial Attacks,"Rony J\'er\^ome , Granger Eric , Pedersoli Marco , Ben Ayed Ismail",2021,ICCV2021,18
Contrastive Multimodal Fusion With TupleInfoNCE,"Liu Yunze , Fan Qingnan , Zhang Shanghang , Dong Hao , Funkhouser Thomas , Yi Li",2021,ICCV2021,30
Deep Reparametrization of Multi-Frame Super-Resolution and Denoising,"Bhat Goutam , Danelljan Martin , Yu Fisher , Van Gool Luc , Timofte Radu",2021,ICCV2021,21
Always Be Dreaming: A New Approach for Data-Free Class-Incremental Learning,"Smith James , Hsu Yen-Chang , Balloch Jonathan , Shen Yilin , Jin Hongxia , Kira Zsolt",2021,ICCV2021,52
ViViT: A Video Vision Transformer,"Arnab Anurag , Dehghani Mostafa , Heigold Georg , Sun Chen , Lu\v{c}i\'c Mario , Schmid Cordelia",2021,ICCV2021,0
Generative Compositional Augmentations for Scene Graph Prediction,"Knyazev Boris , de Vries Harm , Cangea C\u{a}t\u{a}lina , Taylor Graham W. , Courville Aaron , Belilovsky Eugene",2021,ICCV2021,7
StyleCLIP: Text-Driven Manipulation of StyleGAN Imagery,"Patashnik Or , Wu Zongze , Shechtman Eli , Cohen-Or Daniel , Lischinski Dani",2021,ICCV2021,0
Meta-Attack: Class-Agnostic and Model-Agnostic Physical Adversarial Attack,"Feng Weiwei , Wu Baoyuan , Zhang Tianzhu , Zhang Yong , Zhang Yongdong",2021,ICCV2021,0
Benchmarking Ultra-High-Definition Image Super-Resolution,"Zhang Kaihao , Li Dongxu , Luo Wenhan , Ren Wenqi , Stenger Bj\""orn , Liu Wei , Li Hongdong , Yang Ming-Hsuan",2021,ICCV2021,1
3D Local Convolutional Neural Networks for Gait Recognition,"Huang Zhen , Xue Dixiu , Shen Xu , Tian Xinmei , Li Houqiang , Huang Jianqiang , Hua Xian-Sheng",2021,ICCV2021,29
Lucas-Kanade Reloaded: End-to-End Super-Resolution From Raw Image Bursts,"Lecouat Bruno , Ponce Jean , Mairal Julien",2021,ICCV2021,0
Learning Better Visual Data Similarities via New Grouplet Non-Euclidean Embedding,"Zhang Yanfu , Luo Lei , Xian Wenhan , Huang Heng",2021,ICCV2021,4
PR-GCN: A Deep Graph Convolutional Network With Point Refinement for 6D Pose Estimation,"Zhou Guangyuan , Wang Huiqun , Chen Jiaxin , Huang Di",2021,ICCV2021,0
Learning High-Fidelity Face Texture Completion Without Complete Face Texture,"Kim Jongyoo , Yang Jiaolong , Tong Xin",2021,ICCV2021,0
Product Quantizer Aware Inverted Index for Scalable Nearest Neighbor Search,"Noh Haechan , Kim Taeho , Heo Jae-Pil",2021,ICCV2021,0
"RINDNet: Edge Detection for Discontinuity in Reflectance, Illumination, Normal and Depth","Pu Mengyang , Huang Yaping , Guan Qingji , Ling Haibin",2021,ICCV2021,10
Track Without Appearance: Learn Box and Tracklet Embedding With Local and Global Motion Patterns for Vehicle Tracking,"Wang Gaoang , Gu Renshu , Liu Zuozhu , Hu Weijie , Song Mingli , Hwang Jenq-Neng",2021,ICCV2021,19
Are We Missing Confidence in Pseudo-LiDAR Methods for Monocular 3D Object Detection?,"Simonelli Andrea , Bul\`o Samuel Rota , Porzi Lorenzo , Kontschieder Peter , Ricci Elisa",2021,ICCV2021,18
On the Limits of Pseudo Ground Truth in Visual Camera Re-Localisation,"Brachmann Eric , Humenberger Martin , Rother Carsten , Sattler Torsten",2021,ICCV2021,29
An Elastica Geodesic Approach With Convexity Shape Prior,"Chen Da , Cohen Laurent D. , Mirebeau Jean-Marie , Tai Xue-Cheng",2021,ICCV2021,3
AdaAttN: Revisit Attention Mechanism in Arbitrary Neural Style Transfer,"Liu Songhua , Lin Tianwei , He Dongliang , Li Fu , Wang Meiling , Li Xin , Sun Zhengxing , Li Qian , Ding Errui",2021,ICCV2021,90
PASS: Protected Attribute Suppression System for Mitigating Bias in Face Recognition,"Dhar Prithviraj , Gleason Joshua , Roy Aniket , Castillo Carlos D. , Chellappa Rama",2021,ICCV2021,19
Adaptive Boundary Proposal Network for Arbitrary Shape Text Detection,"Zhang Shi-Xue , Zhu Xiaobin , Yang Chun , Wang Hongfa , Yin Xu-Cheng",2021,ICCV2021,32
Video Matting via Consistency-Regularized Graph Neural Networks,"Wang Tiantian , Liu Sifei , Tian Yapeng , Li Kai , Yang Ming-Hsuan",2021,ICCV2021,9
Probabilistic Monocular 3D Human Pose Estimation With Normalizing Flows,"Wehrbein Tom , Rudolph Marco , Rosenhahn Bodo , W,t Bastian",2021,ICCV2021,38
Inverting a Rolling Shutter Camera: Bring Rolling Shutter Images to High Framerate Global Shutter Video,"Fan Bin , Dai Yuchao",2021,ICCV2021,14
Human Detection and Segmentation via Multi-View Consensus,"Katircioglu Isinsu , Rhodin Helge , Sp\""orri J\""org , Salzmann Mathieu , Fua Pascal",2021,ICCV2021,3
GDP: Stabilized Neural Network Pruning via Gates With Differentiable Polarization,"Guo Yi , Yuan Huan , Tan Jianchao , Wang Zhangyang , Yang Sen , Liu Ji",2021,ICCV2021,24
From Two to One: A New Scene Text Recognizer With Visual Language Modeling Network,"Wang Yuxin , Xie Hongtao , Fang Shancheng , Wang Jing , Zhu Shenggao , Zhang Yongdong",2021,ICCV2021,36
GRF: Learning a General Radiance Field for 3D Representation and Rendering,"Trevithick Alex , Yang Bo",2021,ICCV2021,86
Neural Strokes: Stylized Line Drawing of 3D Shapes,"Liu Difan , Fisher Matthew , Hertzmann Aaron , Kalogerakis Evangelos",2021,ICCV2021,7
Multimodal Knowledge Expansion,"Xue Zihui , Ren Sucheng , Gao Zhengqi , Zhao Hang",2021,ICCV2021,9
Learning To Bundle-Adjust: A Graph Network Approach to Faster Optimization of Bundle Adjustment for Vehicular SLAM,"Tanaka Tetsuya , Sasagawa Yukihiro , Okatani Takayuki",2021,ICCV2021,3
MosaicOS: A Simple and Effective Use of Object-Centric Images for Long-Tailed Object Detection,"Zhang Cheng , Pan Tai-Yu , Li Y,ong , Hu Hexiang , Xuan Dong , Changpinyo Soravit , Gong Boqing , Chao Wei-Lun",2021,ICCV2021,16
Bringing Events Into Video Deblurring With Non-Consecutively Blurry Frames,"Shang Wei , Ren Dongwei , Zou Dongqing , Ren Jimmy S. , Luo Ping , Zuo Wangmeng",2021,ICCV2021,0
SPG: Unsupervised Domain Adaptation for 3D Object Detection via Semantic Point Generation,"Xu Qiangeng , Zhou Yin , Wang Weiyue , Qi Charles R. , Anguelov Dragomir",2021,ICCV2021,62
Extreme-Quality Computational Imaging via Degradation Framework,"Chen Shiqi , Feng Huajun , Gao Keming , Xu Zhihai , Chen Yueting",2021,ICCV2021,6
Direct Differentiable Augmentation Search,"Liu Aoming , Huang Zehao , Huang Zhiwu , Wang Naiyan",2021,ICCV2021,12
The Functional Correspondence Problem,"Lai Zihang , Purushwalkam Senthil , Gupta Abhinav",2021,ICCV2021,4
Detection and Continual Learning of Novel Face Presentation Attacks,"Rostami Mohammad , Spinoulas Leonidas , Hussein Mohamed , Mathai Joe , Abd-Almageed Wael",2021,ICCV2021,17
Adaptive Adversarial Network for Source-Free Domain Adaptation,"Xia Haifeng , Zhao H,ong , Ding Zhengming",2021,ICCV2021,65
Painting From Part,"Guo Dongsheng , Zhao Haoru , Cheng Yunhao , Zheng Haiyong , Gu Zhaorui , Zheng Bing",2021,ICCV2021,0
Attack-Guided Perceptual Data Generation for Real-World Re-Identification,"Huang Yukun , Fu Xueyang , Zha Zheng-Jun",2021,ICCV2021,3
Parallel Multi-Resolution Fusion Network for Image Inpainting,"Wang Wentao , Zhang Jianfu , Niu Li , Ling Haoyu , Yang Xue , Zhang Liqing",2021,ICCV2021,15
Joint Topology-Preserving and Feature-Refinement Network for Curvilinear Structure Segmentation,"Cheng Mingfei , Zhao Kaili , Guo Xuhong , Xu Yajing , Guo Jun",2021,ICCV2021,128
