title,author,year,publication,citation
Physically-Guided Disentangled Implicit Rendering for 3D Face Modeling,"Zhang Zhenyu , Ge Yanhao , Tai Ying , Cao Weijian , Chen Renwang , Liu Kunlin , Tang Hao , Huang Xiaoming , Wang Chengjie , Xie Zhifeng , Huang Dongjin",2022,CVPR2022,0
M5Product: Self-Harmonized Contrastive Learning for E-Commercial Multi-Modal Pretraining,"Dong Xiao , Zhan Xunlin , Wu Yangxin , Wei Yunchao , Kampffmeyer Michael C. , Wei Xiaoyong , Lu Minlong , Wang Yaowei , Liang Xiaodan",2022,CVPR2022,0
Bi-Level Alignment for Cross-Domain Crowd Counting,"Gong Shenjian , Zhang Shanshan , Yang Jian , Dai Dengxin , Schiele Bernt",2022,CVPR2022,0
ST-MFNet: A Spatio-Temporal Multi-Flow Network for Frame Interpolation,"Danier Duolikun , Zhang Fan , Bull David",2022,CVPR2022,0
Self-Supervised Super-Resolution for Multi-Exposure Push-Frame Satellites,"Nguyen Ngoc Long , Anger J\'er\'emy , Davy Axel , Arias Pablo , Facciolo Gabriele",2022,CVPR2022,0
Efficient Multi-View Stereo by Iterative Dynamic Cost Volume,"Wang Shaoqian , Li Bo , Dai Yuchao",2022,CVPR2022,0
Learning To Generate Line Drawings That Convey Geometry and Semantics,"Chan Caroline , Dur, Fr\'edo , Isola Phillip",2022,CVPR2022,11
On Guiding Visual Attention With Language Specification,"Petryk Suzanne , Dunlap Lisa , Nasseri Keyan , Gonzalez Joseph , Darrell Trevor , Rohrbach Anna",2022,CVPR2022,6
ReSTR: Convolution-Free Referring Image Segmentation Using Transformers,"Kim Namyup , Kim Dongwon , Lan Cuiling , Zeng Wenjun , Kwak Suha",2022,CVPR2022,0
A Graph Matching Perspective With Transformers on Video Instance Segmentation,"Qin Zheyun , Lu Xiankai , Nie Xiushan , Yin Yilong , Shen Jianbing",2022,CVPR2022,0
TransEditor: Transformer-Based Dual-Space GAN for Highly Controllable Facial Editing,"Xu Yanbo , Yin Yueqin , Jiang Liming , Wu Qianyi , Zheng Chengyao , Loy Chen Change , Dai Bo , Wu Wayne",2022,CVPR2022,0
FLAG: Flow-Based 3D Avatar Generation From Sparse Observations,"Aliakbarian Sadegh , Cameron Pashmina , Bogo Federica , Fitzgibbon Andrew , Cashman Thomas J.",2022,CVPR2022,0
Stability-Driven Contact Reconstruction From Monocular Color Images,"Zhao Zimeng , Zuo Binghui , Xie Wei , Wang Yangang",2022,CVPR2022,2
Use All the Labels: A Hierarchical Multi-Label Contrastive Learning Framework,"Zhang Shu , Xu Ran , Xiong Caiming , Ramaiah Chetan",2022,CVPR2022,8
SGTR: End-to-End Scene Graph Generation With Transformer,"Li Rongjie , Zhang Songyang , He Xuming",2022,CVPR2022,0
Panoptic Neural Fields: A Semantic Object-Aware Neural Scene Representation,"Kundu Abhijit , Genova Kyle , Yin Xiaoqi , Fathi Alireza , Pantofaru Caroline , Guibas Leonidas J. , Tagliasacchi Andrea , Dellaert Frank , Funkhouser Thomas",2022,CVPR2022,0
Texture-Based Error Analysis for Image Super-Resolution,"Magid Salma Abdel , Lin Zudi , Wei Donglai , Zhang Yulun , Gu Jinjin , Pfister Hanspeter",2022,CVPR2022,9
PILC: Practical Image Lossless Compression With an End-to-End GPU Oriented Neural Framework,"Kang Ning , Qiu Shanzhao , Zhang Shifeng , Li Zhenguo , Xia Shu-Tao",2022,CVPR2022,0
Set-Supervised Action Learning in Procedural Task Videos via Pairwise Order Consistency,"Lu Zijia , Elhamifar Ehsan",2022,CVPR2022,4
Learning To Align Sequential Actions in the Wild,"Liu Weizhe , Tekin Bugra , Coskun Huseyin , Vineet Vibhav , Fua Pascal , Pollefeys Marc",2022,CVPR2022,0
Decoupled Knowledge Distillation,"Zhao Borui , Cui Quan , Song Renjie , Qiu Yiyu , Liang Jiajun",2022,CVPR2022,68
DeepFusion: Lidar-Camera Deep Fusion for Multi-Modal 3D Object Detection,"Li Yingwei , Yu Adams Wei , Meng Tianjian , Caine Ben , Ngiam Jiquan , Peng Daiyi , Shen Junyang , Lu Yifeng , Zhou Denny , Le Quoc V. , Yuille Alan , Tan Mingxing",2022,CVPR2022,0
Neural Volumetric Object Selection,"Ren Zhongzheng , Agarwala Aseem , Russell Bryan , Schwing Alex,er G. , Wang Oliver",2022,CVPR2022,9
GCR: Gradient Coreset Based Replay Buffer Selection for Continual Learning,"Tiwari Rishabh , Killamsetty Krishnateja , Iyer Rishabh , Shenoy Pradeep",2022,CVPR2022,0
PointCLIP: Point Cloud Understanding by CLIP,"Zhang Renrui , Guo Ziyu , Zhang Wei , Li Kunchang , Miao Xupeng , Cui Bin , Qiao Yu , Gao Peng , Li Hongsheng",2022,CVPR2022,74
NeRFusion: Fusing Radiance Fields for Large-Scale Scene Reconstruction,"Zhang Xiaoshuai , Bi Sai , Sunkavalli Kalyan , Su Hao , Xu Zexiang",2022,CVPR2022,24
DeepFace-EMD: Re-Ranking Using Patch-Wise Earth Mover's Distance Improves Out-of-Distribution Face Identification,"Phan Hai , Nguyen Anh",2022,CVPR2022,0
A Sampling-Based Approach for Efficient Clustering in Large Datasets,"Exarchakis Georgios , Oubari Omar , Lenz Gregor",2022,CVPR2022,0
General Facial Representation Learning in a Visual-Linguistic Manner,"Zheng Yinglin , Yang Hao , Zhang Ting , Bao Jianmin , Chen Dongdong , Huang Yangyu , Yuan Lu , Chen Dong , Zeng Ming , Wen Fang",2022,CVPR2022,0
Deep Color Consistent Network for Low-Light Image Enhancement,"Zhang Zhao , Zheng Huan , Hong Richang , Xu Mingliang , Yan Shuicheng , Wang Meng",2022,CVPR2022,16
AdaSTE: An Adaptive Straight-Through Estimator To Train Binary Neural Networks,"Le Huu , H{\o}ier Rasmus Kj{\ae}r , Lin Che-Tsung , Zach Christopher",2022,CVPR2022,1
Reusing the Task-Specific Classifier as a Discriminator: Discriminator-Free Adversarial Domain Adaptation,"Chen Lin , Chen Huaian , Wei Zhixiang , Jin Xin , Tan Xiao , Jin Yi , Chen Enhong",2022,CVPR2022,0
Pooling Revisited: Your Receptive Field Is Suboptimal,"Jang Dong-Hwan , Chu Sanghyeok , Kim Joonhyuk , Han Bohyung",2022,CVPR2022,0
Dual Task Learning by Leveraging Both Dense Correspondence and Mis-Correspondence for Robust Change Detection With Imperfect Matches,"Park Jin-Man , Kim Ue-Hwan , Lee Seon-Hoon , Kim Jong-Hwan",2022,CVPR2022,0
Show Me What and Tell Me How: Video Synthesis via Multimodal Conditioning,"Han Ligong , Ren Jian , Lee Hsin-Ying , Barbieri Francesco , Olszewski Kyle , Minaee Shervin , Metaxas Dimitris , Tulyakov Sergey",2022,CVPR2022,0
Patch Slimming for Efficient Vision Transformers,"Tang Yehui , Han Kai , Wang Yunhe , Xu Chang , Guo Jianyuan , Xu Chao , Tao Dacheng",2022,CVPR2022,0
Bijective Mapping Network for Shadow Removal,"Zhu Yurui , Huang Jie , Fu Xueyang , Zhao Feng , Sun Qibin , Zha Zheng-Jun",2022,CVPR2022,10
End-to-End Semi-Supervised Learning for Video Action Detection,"Kumar Akash , Rawat Yogesh Singh",2022,CVPR2022,0
Causal Transportability for Visual Recognition,"Mao Chengzhi , Xia Kevin , Wang James , Wang Hao , Yang Junfeng , Bareinboim Elias , Vondrick Carl",2022,CVPR2022,10
Local Attention Pyramid for Scene Image Generation,"Shim Sang-Heon , Hyun Sangeek , Bae DaeHyun , Heo Jae-Pil",2022,CVPR2022,2
Multi-Objective Diverse Human Motion Prediction With Knowledge Distillation,"Ma Hengbo , Li Jiachen , Hosseini Ramtin , Tomizuka Masayoshi , Choi Chiho",2022,CVPR2022,5
GridShift: A Faster Mode-Seeking Algorithm for Image Segmentation and Object Tracking,"Kumar Abhishek , Ajani Oladayo S. , Das Swagatam , Mallipeddi Rammohan",2022,CVPR2022,0
Confidence Propagation Cluster: Unleash Full Potential of Object Detectors,"Shen Yichun , Jiang Wanli , Xu Zhen , Li Rundong , Kwon Junghyun , Li Siyi",2022,CVPR2022,0
Cluster-Guided Image Synthesis With Unconditional Models,"Georgopoulos Markos , Oldfield James , Chrysos Grigorios G. , Panagakis Yannis",2022,CVPR2022,0
ISNet: Shape Matters for Infrared Small Target Detection,"Zhang Mingjin , Zhang Rui , Yang Yuxiang , Bai Haichen , Zhang Jing , Guo Jie",2022,CVPR2022,0
Robust Region Feature Synthesizer for Zero-Shot Object Detection,"Huang Peiliang , Han Junwei , Cheng De , Zhang Dingwen",2022,CVPR2022,0
Virtual Correspondence: Humans as a Cue for Extreme-View Geometry,"Ma Wei-Chiu , Yang Anqi Joyce , Wang Shenlong , Urtasun Raquel , Torralba Antonio",2022,CVPR2022,7
"Segment, Magnify and Reiterate: Detecting Camouflaged Objects the Hard Way","Jia Qi , Yao Shuilian , Liu Yu , Fan Xin , Liu Risheng , Luo Zhongxuan",2022,CVPR2022,11
SIMBAR: Single Image-Based Scene Relighting for Effective Data Augmentation for Automated Driving Vision Tasks,"Zhang Xianling , Tseng Nathan , Syed Ameerah , Bhasin Rohan , Jaipuria Nikita",2022,CVPR2022,0
Shape From Thermal Radiation: Passive Ranging Using Multi-Spectral LWIR Measurements,"Nagase Yasuto , Kushida Takahiro , Tanaka Kenichiro , Funatomi Takuya , Mukaigawa Yasuhiro",2022,CVPR2022,0
Multi-Label Classification With Partial Annotations Using Class-Aware Selective Loss,"Ben-Baruch Emanuel , Ridnik Tal , Friedman Itamar , Ben-Cohen Avi , Zamir Nadav , Noy Asaf , Zelnik-Manor Lihi",2022,CVPR2022,0
HSC4D: Human-Centered 4D Scene Capture in Large-Scale Indoor-Outdoor Space Using Wearable IMUs and LiDAR,"Dai Yudi , Lin Yitai , Wen Chenglu , Shen Siqi , Xu Lan , Yu Jingyi , Ma Yuexin , Wang Cheng",2022,CVPR2022,0
CADTransformer: Panoptic Symbol Spotting Transformer for CAD Drawings,"Fan Zhiwen , Chen Tianlong , Wang Peihao , Wang Zhangyang",2022,CVPR2022,2
IntraQ: Learning Synthetic Images With Intra-Class Heterogeneity for Zero-Shot Network Quantization,"Zhong Yunshan , Lin Mingbao , Nan Gongrui , Liu Jianzhuang , Zhang Baochang , Tian Yonghong , Ji Rongrong",2022,CVPR2022,0
M3L: Language-Based Video Editing via Multi-Modal Multi-Level Transformers,"Fu Tsu-Jui , Wang Xin Eric , Grafton Scott T. , Eckstein Miguel P. , Wang William Yang",2022,CVPR2022,0
I M Avatar: Implicit Morphable Head Avatars From Videos,"Zheng Yufeng , Abrevaya Victoria Fern\',ez , B\""uhler Marcel C. , Chen Xu , Black Michael J. , Hilliges Otmar",2022,CVPR2022,0
BodyMap: Learning Full-Body Dense Correspondence Map,"Ianina Anastasia , Sarafianos Nikolaos , Xu Yuanlu , Rocco Ignacio , Tung Tony",2022,CVPR2022,0
Weakly-Supervised Metric Learning With Cross-Module Communications for the Classification of Anterior Chamber Angle Images,"Huang Jingqi , Ning Yue , Nie Dong , Guan Linan , Jia Xiping",2022,CVPR2022,0
A Hybrid Egocentric Activity Anticipation Framework via Memory-Augmented Recurrent and One-Shot Representation Forecasting,"Liu Tianshan , Lam Kin-Man",2022,CVPR2022,0
It's All in the Teacher: Zero-Shot Quantization Brought Closer to the Teacher,"Choi Kanghyun , Lee Hye Yoon , Hong Deokki , Yu Joonsang , Park Noseong , Kim Youngsok , Lee Jinho",2022,CVPR2022,0
Improving Segmentation of the Inferior Alveolar Nerve Through Deep Label Propagation,"Cipriano Marco , Allegretti Stefano , Bolelli Federico , Pollastri Federico , Grana Costantino",2022,CVPR2022,1
A Text Attention Network for Spatial Deformation Robust Scene Text Image Super-Resolution,"Ma Jianqi , Liang Zhetong , Zhang Lei",2022,CVPR2022,4
Multi-Modal Dynamic Graph Transformer for Visual Grounding,"Chen Sijia , Li Baochun",2022,CVPR2022,0
OSOP: A Multi-Stage One Shot Object Pose Estimation Framework,"Shugurov Ivan , Li Fu , Busam Benjamin , Ilic Slobodan",2022,CVPR2022,0
Generative Cooperative Learning for Unsupervised Video Anomaly Detection,"Zaheer M. Zaigham , Mahmood Arif , Khan M. Haris , Segu Mattia , Yu Fisher , Lee Seung-Ik",2022,CVPR2022,24
Rethinking Semantic Segmentation: A Prototype View,"Zhou Tianfei , Wang Wenguan , Konukoglu Ender , Van Gool Luc",2022,CVPR2022,0
Geometric Transformer for Fast and Robust Point Cloud Registration,"Qin Zheng , Yu Hao , Wang Changjian , Guo Yulan , Peng Yuxing , Xu Kai",2022,CVPR2022,0
Cross-Model Pseudo-Labeling for Semi-Supervised Action Recognition,"Xu Yinghao , Wei Fangyun , Sun Xiao , Yang Ceyuan , Shen Yujun , Dai Bo , Zhou Bolei , Lin Stephen",2022,CVPR2022,0
UMT: Unified Multi-Modal Transformers for Joint Video Moment Retrieval and Highlight Detection,"Liu Ye , Li Siyuan , Wu Yang , Chen Chang-Wen , Shan Ying , Qie Xiaohu",2022,CVPR2022,0
Dual-Shutter Optical Vibration Sensing,"Sheinin Mark , Chan Dorian , O'Toole Matthew , Narasimhan Srinivasa G.",2022,CVPR2022,0
Demystifying the Neural Tangent Kernel From a Practical Perspective: Can It Be Trusted for Neural Architecture Search Without Training?,"Mok Jisoo , Na Byunggook , Kim Ji-Hoon , Han Dongyoon , Yoon Sungroh",2022,CVPR2022,0
Learning To Find Good Models in RANSAC,"Barath Daniel , Cavalli Luca , Pollefeys Marc",2022,CVPR2022,4
Interactiveness Field in Human-Object Interactions,"Liu Xinpeng , Li Yong-Lu , Wu Xiaoqian , Tai Yu-Wing , Lu Cewu , Tang Chi-Keung",2022,CVPR2022,0
BodyGAN: General-Purpose Controllable Neural Human Body Generation,"Yang Chaojie , Li Hanhui , Wu Shengjie , Zhang Shengkai , Yan Haonan , Jiao Nianhong , Tang Jie , Zhou Runnan , Liang Xiaodan , Zheng Tianxiang",2022,CVPR2022,0
Image Disentanglement Autoencoder for Steganography Without Embedding,"Liu Xiyao , Ma Ziping , Ma Junxing , Zhang Jian , Schaefer Gerald , Fang Hui",2022,CVPR2022,0
Self-Supervised Dense Consistency Regularization for Image-to-Image Translation,"Ko Minsu , Cha Eunju , Suh Sungjoo , Lee Huijin , Han Jae-Joon , Shin Jinwoo , Han Bohyung",2022,CVPR2022,0
The Devil Is in the Details: Window-Based Attention for Image Compression,"Zou Renjie , Song Chunfeng , Zhang Zhaoxiang",2022,CVPR2022,0
Category-Aware Transformer Network for Better Human-Object Interaction Detection,"Dong Leizhen , Li Zhimin , Xu Kunlun , Zhang Zhijun , Yan Luxin , Zhong Sheng , Zou Xu",2022,CVPR2022,0
Deep Depth From Focus With Differential Focus Volume,"Yang Fengting , Huang Xiaolei , Zhou Zihan",2022,CVPR2022,2
DiLiGenT102: A Photometric Stereo Benchmark Dataset With Controlled Shape and Material Variation,"Ren Jieji , Wang Feishi , Zhang Jiahao , Zheng Qian , Ren Mingjun , Shi Boxin",2022,CVPR2022,0
Robust Fine-Tuning of Zero-Shot Models,"Wortsman Mitchell , Ilharco Gabriel , Kim Jong Wook , Li Mike , Kornblith Simon , Roelofs Rebecca , Lopes Raphael Gontijo , Hajishirzi Hannaneh , Farhadi Ali , Namkoong Hongseok , Schmidt Ludwig",2022,CVPR2022,0
Towards Data-Free Model Stealing in a Hard Label Setting,"Sanyal Sun,ini , Addepalli Sravanti , Babu R. Venkatesh",2022,CVPR2022,0
PolyWorld: Polygonal Building Extraction With Graph Neural Networks in Satellite Images,"Zorzi Stefano , Bazrafkan Shabab , Habenschuss Stefan , Fraundorfer Friedrich",2022,CVPR2022,0
GAT-CADNet: Graph Attention Network for Panoptic Symbol Spotting in CAD Drawings,"Zheng Zhaohua , Li Jianfang , Zhu Lingjie , Li Honghua , Petzold Frank , Tan Ping",2022,CVPR2022,0
Multi-Granularity Alignment Domain Adaptation for Object Detection,"Zhou Wenzhang , Du Dawei , Zhang Libo , Luo Tiejian , Wu Yanjun",2022,CVPR2022,0
LARGE: Latent-Based Regression Through GAN Semantics,"Nitzan Yotam , Gal Rinon , Brenner Ofir , Cohen-Or Daniel",2022,CVPR2022,0
Are Multimodal Transformers Robust to Missing Modality?,"Ma Mengmeng , Ren Jian , Zhao Long , Testuggine Davide , Peng Xi",2022,CVPR2022,0
Degradation-Agnostic Correspondence From Resolution-Asymmetric Stereo,"Chen Xihao , Xiong Zhiwei , Cheng Zhen , Peng Jiayong , Zhang Yueyi , Zha Zheng-Jun",2022,CVPR2022,0
Fisher Information Guidance for Learned Time-of-Flight Imaging,"Li Jiaqu , Yue Tao , Zhao Sijie , Hu Xuemei",2022,CVPR2022,1
VRDFormer: End-to-End Video Visual Relation Detection With Transformers,"Zheng Sipeng , Chen Shizhe , Jin Qin",2022,CVPR2022,0
Robust Federated Learning With Noisy and Heterogeneous Clients,"Fang Xiuwen , Ye Mang",2022,CVPR2022,0
Enabling Equivariance for Arbitrary Lie Groups,"MacDonald Lachlan E. , Ramasinghe Sameera , Lucey Simon",2022,CVPR2022,6
Unbiased Teacher v2: Semi-Supervised Object Detection for Anchor-Free and Anchor-Based Detectors,"Liu Yen-Cheng , Ma Chih-Yao , Kira Zsolt",2022,CVPR2022,0
GPU-Based Homotopy Continuation for Minimal Problems in Computer Vision,"Chien Chiang-Heng , Fan Hongyi , Abdelfattah Ahmad , Tsigaridas Elias , Tomov Stanimire , Kimia Benjamin",2022,CVPR2022,0
Learning Pixel-Level Distinctions for Video Highlight Detection,"Wei Fanyue , Wang Biao , Ge Tiezheng , Jiang Yuning , Li Wen , Duan Lixin",2022,CVPR2022,0
Noise Distribution Adaptive Self-Supervised Image Denoising Using Tweedie Distribution and Score Matching,"Kim Kwanyoung , Kwon Taesung , Ye Jong Chul",2022,CVPR2022,4
Lite Pose: Efficient Architecture Design for 2D Human Pose Estimation,"Wang Yihan , Li Muyang , Cai Han , Chen Wei-Ming , Han Song",2022,CVPR2022,0
Boosting Black-Box Attack With Partially Transferred Conditional Adversarial Distribution,"Feng Yan , Wu Baoyuan , Fan Yanbo , Liu Li , Li Zhifeng , Xia Shu-Tao",2022,CVPR2022,11
CLIPstyler: Image Style Transfer With a Single Text Condition,"Kwon Gihyun , Ye Jong Chul",2022,CVPR2022,70
Ray Priors Through Reprojection: Improving Neural Radiance Fields for Novel View Extrapolation,"Zhang Jian , Zhang Yuanqing , Fu Huan , Zhou Xiaowei , Cai Bowen , Huang Jinchi , Jia Rongfei , Zhao Binqiang , Tang Xing",2022,CVPR2022,0
Spatio-Temporal Relation Modeling for Few-Shot Action Recognition,"Thatipelli Anirudh , Narayan Sanath , Khan Salman , Anwer Rao Muhammad , Khan Fahad Shahbaz , Ghanem Bernard",2022,CVPR2022,0
Pop-Out Motion: 3D-Aware Image Deformation via Learning the Shape Laplacian,"Lee Jihyun , Sung Minhyuk , Kim Hyunjin , Kim Tae-Kyun",2022,CVPR2022,0
Volumetric Bundle Adjustment for Online Photorealistic Scene Capture,Clark Ronald,2022,CVPR2022,5
Multi-Person Extreme Motion Prediction,"Guo Wen , Bie Xiaoyu , Alameda-Pineda Xavier , Moreno-Noguer Francesc",2022,CVPR2022,0
Masking Adversarial Damage: Finding Adversarial Saliency for Robust and Sparse Network,"Lee Byung-Kwan , Kim Junho , Ro Yong Man",2022,CVPR2022,4
Channel Balancing for Accurate Quantization of Winograd Convolutions,"Chikin Vladimir , Kryzhanovskiy Vladimir",2022,CVPR2022,0
RegNeRF: Regularizing Neural Radiance Fields for View Synthesis From Sparse Inputs,"Niemeyer Michael , Barron Jonathan T. , Mildenhall Ben , Sajjadi Mehdi S. M. , Geiger Andreas , Radwan Noha",2022,CVPR2022,0
Structured Local Radiance Fields for Human Avatar Modeling,"Zheng Zerong , Huang Han , Yu Tao , Zhang Hongwen , Guo Y,ong , Liu Yebin",2022,CVPR2022,23
Towards Noiseless Object Contours for Weakly Supervised Semantic Segmentation,"Li Jing , Fan Junsong , Zhang Zhaoxiang",2022,CVPR2022,4
Ranking-Based Siamese Visual Tracking,"Tang Feng , Ling Qiang",2022,CVPR2022,0
Learnable Lookup Table for Neural Network Quantization,"Wang Longguang , Dong Xiaoyu , Wang Yingqian , Liu Li , An Wei , Guo Yulan",2022,CVPR2022,0
SEEG: Semantic Energized Co-Speech Gesture Generation,"Liang Yuanzhi , Feng Qianyu , Zhu Linchao , Hu Li , Pan Pan , Yang Yi",2022,CVPR2022,11
AdaViT: Adaptive Vision Transformers for Efficient Image Recognition,"Meng Lingchen , Li Hengduo , Chen Bor-Chun , Lan Shiyi , Wu Zuxuan , Jiang Yu-Gang , Lim Ser-Nam",2022,CVPR2022,31
Compound Domain Generalization via Meta-Knowledge Encoding,"Chen Chaoqi , Li Jiongcheng , Han Xiaoguang , Liu Xiaoqing , Yu Yizhou",2022,CVPR2022,0
NAN: Noise-Aware NeRFs for Burst-Denoising,"Pearl Naama , Treibitz Tali , Korman Simon",2022,CVPR2022,0
Physical Inertial Poser (PIP): Physics-Aware Real-Time Human Motion Tracking From Sparse Inertial Sensors,"Yi Xinyu , Zhou Yuxiao , Habermann Marc , Shimada Soshi , Golyanik Vladislav , Theobalt Christian , Xu Feng",2022,CVPR2022,0
b-DARTS: Beta-Decay Regularization for Differentiable Architecture Search,"Ye Peng , Li Baopu , Li Yikang , Chen Tao , Fan Jiayuan , Ouyang Wanli",2022,CVPR2022,0
Vector Quantized Diffusion Model for Text-to-Image Synthesis,"Gu Shuyang , Chen Dong , Bao Jianmin , Wen Fang , Zhang Bo , Chen Dongdong , Yuan Lu , Guo Baining",2022,CVPR2022,156
CMT: Convolutional Neural Networks Meet Vision Transformers,"Guo Jianyuan , Han Kai , Wu Han , Tang Yehui , Chen Xinghao , Wang Yunhe , Xu Chang",2022,CVPR2022,159
Hyperspherical Consistency Regularization,"Tan Cheng , Gao Zhangyang , Wu Lirong , Li Siyuan , Li Stan Z.",2022,CVPR2022,0
Unsupervised Image-to-Image Translation With Generative Prior,"Yang Shuai , Jiang Liming , Liu Ziwei , Loy Chen Change",2022,CVPR2022,0
KNN Local Attention for Image Restoration,"Lee Hunsang , Choi Hyesong , Sohn Kwanghoon , Min Dongbo",2022,CVPR2022,9
Face Relighting With Geometrically Consistent Shadows,"Hou Andrew , Sarkis Michel , Bi Ning , Tong Yiying , Liu Xiaoming",2022,CVPR2022,10
Open-Set Text Recognition via Character-Context Decoupling,"Liu Chang , Yang Chun , Yin Xu-Cheng",2022,CVPR2022,0
Multi-Marginal Contrastive Learning for Multi-Label Subcellular Protein Localization,"Liu Ziyi , Wang Zengmao , Du Bo",2022,CVPR2022,0
Probabilistic Warp Consistency for Weakly-Supervised Semantic Correspondences,"Truong Prune , Danelljan Martin , Yu Fisher , Van Gool Luc",2022,CVPR2022,8
"Predict, Prevent, and Evaluate: Disentangled Text-Driven Image Manipulation Empowered by Pre-Trained Vision-Language Model","Xu Zipeng , Lin Tianwei , Tang Hao , Li Fu , He Dongliang , Sebe Nicu , Timofte Radu , Van Gool Luc , Ding Errui",2022,CVPR2022,0
Optimizing Elimination Templates by Greedy Parameter Search,"Martyushev Evgeniy , Vr\'abl{\'\i}kov\'a Jana , Pajdla Tomas",2022,CVPR2022,1
TransMix: Attend To Mix for Vision Transformers,"Chen Jie-Neng , Sun Shuyang , He Ju , Torr Philip H.S. , Yuille Alan , Bai Song",2022,CVPR2022,0
HOP: History-and-Order Aware Pre-Training for Vision-and-Language Navigation,"Qiao Yanyuan , Qi Yuankai , Hong Yicong , Yu Zheng , Wang Peng , Wu Qi",2022,CVPR2022,0
Inertia-Guided Flow Completion and Style Fusion for Video Inpainting,"Zhang Kaidong , Fu Jingjing , Liu Dong",2022,CVPR2022,0
RU-Net: Regularized Unrolling Network for Scene Graph Generation,"Lin Xin , Ding Changxing , Zhang Jing , Zhan Yibing , Tao Dacheng",2022,CVPR2022,8
Long-Tailed Visual Recognition via Gaussian Clouded Logit Adjustment,"Li Mengke , Cheung Yiu-ming , Lu Yang",2022,CVPR2022,11
Image Animation With Perturbed Masks,"Shalev Yoav , Wolf Lior",2022,CVPR2022,1
Exploring the Equivalence of Siamese Self-Supervised Learning via a Unified Gradient Framework,"Tao Chenxin , Wang Honghui , Zhu Xizhou , Dong Jiahua , Song Shiji , Huang Gao , Dai Jifeng",2022,CVPR2022,0
Point Density-Aware Voxels for LiDAR 3D Object Detection,"Hu Jordan S. K. , Kuai Tianshu , Wasl,er Steven L.",2022,CVPR2022,29
Integrating Language Guidance Into Vision-Based Deep Metric Learning,"Roth Karsten , Vinyals Oriol , Akata Zeynep",2022,CVPR2022,5
PartGlot: Learning Shape Part Segmentation From Language Reference Games,"Koo Juil , Huang Ian , Achlioptas Panos , Guibas Leonidas J. , Sung Minhyuk",2022,CVPR2022,0
Domain Generalization via Shuffled Style Assembly for Face Anti-Spoofing,"Wang Zhuo , Wang Zezheng , Yu Zitong , Deng Weihong , Li Jiahong , Gao Tingting , Wang Zhongyuan",2022,CVPR2022,0
A Simple Episodic Linear Probe Improves Visual Recognition in the Wild,"Liang Yuanzhi , Zhu Linchao , Wang Xiaohan , Yang Yi",2022,CVPR2022,0
Matching Feature Sets for Few-Shot Image Classification,"Afrasiyabi Arman , Larochelle Hugo , Lalonde Jean-Fran\c{c}ois , Gagn\'e Christian",2022,CVPR2022,0
DIVeR: Real-Time and Accurate Neural Radiance Fields With Deterministic Integration for Volume Rendering,"Wu Liwen , Lee Jae Yong , Bhattad An, , Wang Yu-Xiong , Forsyth David",2022,CVPR2022,26
Enhancing Classifier Conservativeness and Robustness by Polynomiality,"Wang Ziqi , Loog Marco",2022,CVPR2022,1
Deep Spectral Methods: A Surprisingly Strong Baseline for Unsupervised Semantic Segmentation and Localization,"Melas-Kyriazi Luke , Rupprecht Christian , Laina Iro , Vedaldi Andrea",2022,CVPR2022,35
OcclusionFusion: Occlusion-Aware Motion Estimation for Real-Time Dynamic 3D Reconstruction,"Lin Wenbin , Zheng Chengwei , Yong Jun-Hai , Xu Feng",2022,CVPR2022,0
ContIG: Self-Supervised Multimodal Contrastive Learning for Medical Imaging With Genetics,"Taleb Aiham , Kirchler Matthias , Monti Remo , Lippert Christoph",2022,CVPR2022,9
Revisiting Domain Generalized Stereo Matching Networks From a Feature Consistency Perspective,"Zhang Jiawei , Wang Xiang , Bai Xiao , Wang Chen , Huang Lei , Chen Yimin , Gu Lin , Zhou Jun , Harada Tatsuya , Hancock Edwin R.",2022,CVPR2022,0
MonoScene: Monocular 3D Semantic Scene Completion,"Cao Anh-Quan , de Charette Raoul",2022,CVPR2022,20
TubeFormer-DeepLab: Video Mask Transformer,"Kim Dahun , Xie Jun , Wang Huiyu , Qiao Siyuan , Yu Qihang , Kim Hong-Seok , Adam Hartwig , Kweon In So , Chen Liang-Chieh",2022,CVPR2022,0
XMP-Font: Self-Supervised Cross-Modality Pre-Training for Few-Shot Font Generation,"Liu Wei , Liu Fangyue , Ding Fei , He Qian , Yi Zili",2022,CVPR2022,0
Disentangling Visual and Written Concepts in CLIP,"Materzy\'nska Joanna , Torralba Antonio , Bau David",2022,CVPR2022,11
Gradient-SDF: A Semi-Implicit Surface Representation for 3D Reconstruction,"Sommer Christiane , Sang Lu , Schubert David , Cremers Daniel",2022,CVPR2022,0
Bilateral Video Magnification Filter,"Takeda Shoichiro , Niwa Kenta , Isogawa Mariko , Shimizu Shinya , Okami Kazuki , Aono Yushi",2022,CVPR2022,1
AdaFocus V2: End-to-End Training of Spatial Dynamic Networks for Video Recognition,"Wang Yulin , Yue Yang , Lin Yuanze , Jiang Haojun , Lai Zihang , Kulikov Victor , Orlov Nikita , Shi Humphrey , Huang Gao",2022,CVPR2022,21
Localization Distillation for Dense Object Detection,"Zheng Zhaohui , Ye Rongguang , Wang Ping , Ren Dongwei , Zuo Wangmeng , Hou Qibin , Cheng Ming-Ming",2022,CVPR2022,0
