title,author,year,publication,citation
CASENet: Deep Category-Aware Semantic Edge Detection,"Yu Zhiding , Feng Chen , Liu Ming-Yu , Ramalingam Srikumar",2017,CVPR2017,-999
Geometric Loss Functions for Camera Pose Regression With Deep Learning,"Kendall Alex , Cipolla Roberto",2017,CVPR2017,-999
Model-Based Iterative Restoration for Binary Document Image Compression With Dictionary Learning,"Guo Y,ong , Lu Cheng , Allebach Jan P. , Bouman Charles A.",2017,CVPR2017,-999
Fine-Grained Image Classification via Combining Vision and Language,"He Xiangteng , Peng Yuxin",2017,CVPR2017,-999
A Minimal Solution for Two-View Focal-Length Estimation Using Two Affine Correspondences,"Barath Daniel , Toth Tekla , Hajder Levente",2017,CVPR2017,-999
"Joint Graph Decomposition &amp; Node Labeling: Problem, Algorithms, Applications","Levinkov Evgeny , Uhrig Jonas , Tang Siyu , Omran Mohamed , Insafutdinov Eldar , Kirillov Alex,er , Rother Carsten , Brox Thomas , Schiele Bernt , Andres Bjoern",2017,CVPR2017,-999
Detangling People: Individuating Multiple Close People and Their Body Parts via Region Assembly,"Jiang Hao , Grauman Kristen",2017,CVPR2017,-999
Flight Dynamics-Based Recovery of a UAV Trajectory Using Ground Cameras,"Rozantsev Artem , Sinha Sudipta N. , Dey Debadeepta , Fua Pascal",2017,CVPR2017,-999
SurfNet: Generating 3D Shape Surfaces Using Deep Residual Networks,"Sinha Ayan , Unmesh Asim , Huang Qixing , Ramani Karthik",2017,CVPR2017,-999
Unite the People: Closing the Loop Between 3D and 2D Human Representations,"Lassner Christoph , Romero Javier , Kiefel Martin , Bogo Federica , Black Michael J. , Gehler Peter V.",2017,CVPR2017,-999
Semantically Consistent Regularization for Zero-Shot Recognition,"Morgado Pedro , Vasconcelos Nuno",2017,CVPR2017,-999
Simultaneous Super-Resolution and Cross-Modality Synthesis of 3D Medical Images Using Weakly-Supervised Joint Convolutional Sparse Coding,"Huang Yawen , Shao Ling , Frangi Alej,ro F.",2017,CVPR2017,-999
Viraliency: Pooling Local Virality,"Alameda-Pineda Xavier , Pilzer Andrea , Xu Dan , Sebe Nicu , Ricci Elisa",2017,CVPR2017,-999
Generative Attribute Controller With Conditional Filtered Generative Adversarial Networks,"Kaneko Takuhiro , Hiramatsu Kaoru , Kashino Kunio",2017,CVPR2017,-999
Deep Learning on Lie Groups for Skeleton-Based Action Recognition,"Huang Zhiwu , Wan Chengde , Probst Thomas , Van Gool Luc",2017,CVPR2017,-999
Dynamic Time-Of-Flight,"Schober Michael , Adam Amit , Yair Omer , Mazor Shai , Nowozin Sebastian",2017,CVPR2017,-999
Can Walking and Measuring Along Chord Bunches Better Describe Leaf Shapes?,"Wang Bin , Gao Yongsheng , Sun Changming , Blumenstein Michael , La Salle John",2017,CVPR2017,-999
"Ubernet: Training a Universal Convolutional Neural Network for Low-, Mid-, and High-Level Vision Using Diverse Datasets and Limited Memory",Kokkinos Iasonas,2017,CVPR2017,-999
Parametric T-Spline Face Morphable Model for Detailed Fitting in Shape Subspace,"Peng Weilong , Feng Zhiyong , Xu Chao , Su Yong",2017,CVPR2017,-999
Convolutional Neural Network Architecture for Geometric Matching,"Rocco Ignacio , Ar,jelovic Relja , Sivic Josef",2017,CVPR2017,-999
Deep Representation Learning for Human Motion Prediction and Classification,"Butepage Judith , Black Michael J. , Kragic Danica , Kjellstrom Hedvig",2017,CVPR2017,-999
Deep Affordance-Grounded Sensorimotor Object Recognition,"Thermos Spyridon , Papadopoulos Georgios Th. , Daras Petros , Potamianos Gerasimos",2017,CVPR2017,-999
All You Need Is Beyond a Good Init: Exploring Better Solution for Training Extremely Deep Convolutional Neural Networks With Orthonormality and Modulation,"Xie Di , Xiong Jiang , Pu Shiliang",2017,CVPR2017,-999
Scale-Aware Face Detection,"Hao Zekun , Liu Yu , Qin Hongwei , Yan Junjie , Li Xiu , Hu Xiaolin",2017,CVPR2017,-999
Intrinsic Grassmann Averages for Online Linear and Robust Subspace Learning,"Chakraborty Rudrasis , Hauberg Soren , Vemuri Baba C.",2017,CVPR2017,-999
Object Co-Skeletonization With Co-Segmentation,"Rao Jerripothula Koteswar , Cai Jianfei , Lu Jiangbo , Yuan Junsong",2017,CVPR2017,-999
Product Split Trees,"Babenko Artem , Lempitsky Victor",2017,CVPR2017,-999
Pose-Aware Person Recognition,"Kumar Vijay , Namboodiri Anoop , Paluri Manohar , Jawahar C. V.",2017,CVPR2017,-999
Dynamic FAUST: Registering Human Bodies in Motion,"Bogo Federica , Romero Javier , Pons-Moll Gerard , Black Michael J.",2017,CVPR2017,-999
CNN-SLAM: Real-Time Dense Monocular SLAM With Learned Depth Prediction,"Tateno Keisuke , Tombari Federico , Laina Iro , Navab Nassir",2017,CVPR2017,-999
Alternating Direction Graph Matching,"Khue Le-Huu D. , Paragios Nikos",2017,CVPR2017,-999
DUST: Dual Union of Spatio-Temporal Subspaces for Monocular Multiple Object 3D Reconstruction,"Agudo Antonio , Moreno-Noguer Francesc",2017,CVPR2017,-999
Unsupervised Part Learning for Visual Recognition,"Sicre Ronan , Avrithis Yannis , Kijak Ewa , Jurie Frederic",2017,CVPR2017,-999
Parsing Images of Overlapping Organisms With Deep Singling-Out Networks,"Yurchenko Victor , Lempitsky Victor",2017,CVPR2017,-999
Deep Multitask Architecture for Integrated 2D and 3D Human Sensing,"Popa Alin-Ionut , Zanfir Mihai , Sminchisescu Cristian",2017,CVPR2017,-999
"Quo Vadis, Action Recognition? A New Model and the Kinetics Dataset","Carreira Joao , Zisserman Andrew",2017,CVPR2017,-999
Discriminative Correlation Filter With Channel and Spatial Reliability,"Lukezic Alan , Vojir Tomas , Cehovin Zajc Luka , Matas Jiri , Kristan Matej",2017,CVPR2017,-999
Light Field Reconstruction Using Deep Convolutional Network on EPI,"Wu Gaochang , Zhao M,an , Wang Liangyong , Dai Qionghai , Chai Tianyou , Liu Yebin",2017,CVPR2017,-999
Noise Robust Depth From Focus Using a Ring Difference Filter,"Surh Jaeheung , Jeon Hae-Gon , Park Yunwon , Im Sunghoon , Ha Hyowon , So Kweon In",2017,CVPR2017,-999
Improving RANSAC-Based Segmentation Through CNN Encapsulation,"Morley Dustin , Foroosh Hassan",2017,CVPR2017,-999
Bayesian Supervised Hashing,"Hu Zihao , Chen Junxuan , Lu Hongtao , Zhang Tongzhen",2017,CVPR2017,-999
Mimicking Very Efficient Network for Object Detection,"Li Quanquan , Jin Shengying , Yan Junjie",2017,CVPR2017,-999
3D Menagerie: Modeling the 3D Shape and Pose of Animals,"Zuffi Silvia , Kanazawa Angjoo , Jacobs David W. , Black Michael J.",2017,CVPR2017,-999
Training Object Class Detectors With Click Supervision,"Papadopoulos Dim P. , Uijlings Jasper R. R. , Keller Frank , Ferrari Vittorio",2017,CVPR2017,-999
4D Light Field Superpixel and Segmentation,"Zhu Hao , Zhang Qi , Wang Qing",2017,CVPR2017,-999
Joint Sequence Learning and Cross-Modality Convolution for 3D Biomedical Segmentation,"Tseng Kuan-Lun , Lin Yen-Liang , Hsu Winston , Huang Chung-Yang",2017,CVPR2017,-999
Multi-Task Clustering of Human Actions by Sharing Information,"Yan Xiaoqiang , Hu Shizhe , Ye Yangdong",2017,CVPR2017,-999
Geodesic Distance Descriptors,"Shamai Gil , Kimmel Ron",2017,CVPR2017,-999
Deeply Aggregated Alternating Minimization for Image Restoration,"Kim Youngjung , Jung Hyungjoo , Min Dongbo , Sohn Kwanghoon",2017,CVPR2017,-999
MDNet: A Semantically and Visually Interpretable Medical Image Diagnosis Network,"Zhang Zizhao , Xie Yuanpu , Xing Fuyong , McGough Mason , Yang Lin",2017,CVPR2017,-999
Computational Imaging on the Electric Grid,"Sheinin Mark , Schechner Yoav Y. , Kutulakos Kiriakos N.",2017,CVPR2017,-999
Lip Reading Sentences in the Wild,"Son Chung Joon , Senior Andrew , Vinyals Oriol , Zisserman Andrew",2017,CVPR2017,-999
ArtTrack: Articulated Multi-Person Tracking in the Wild,"Insafutdinov Eldar , Andriluka Mykhaylo , Pishchulin Leonid , Tang Siyu , Levinkov Evgeny , Andres Bjoern , Schiele Bernt",2017,CVPR2017,-999
LSTM Self-Supervision for Detailed Behavior Analysis,"Brattoli Biagio , Buchler Uta , Wahl Anna-Sophia , Schwab Martin E. , Ommer Bjorn",2017,CVPR2017,-999
Making 360deg Video Watchable in 2D: Learning Videography for Click Free Viewing,"Su Yu-Chuan , Grauman Kristen",2017,CVPR2017,-999
Creativity: Generating Diverse Questions Using Variational Autoencoders,"Jain Unnat , Zhang Ziyu , Schwing Alex,er G.",2017,CVPR2017,-999
Tracking by Natural Language Specification,"Li Zhenyang , Tao Ran , Gavves Efstratios , Snoek Cees G. M. , Smeulders Arnold W.M.",2017,CVPR2017,-999
Video Captioning With Transferred Semantic Attributes,"Pan Yingwei , Yao Ting , Li Houqiang , Mei Tao",2017,CVPR2017,-999
Personalizing Gesture Recognition Using Hierarchical Bayesian Neural Networks,"Joshi Ajjen , Ghosh Soumya , Betke Margrit , Sclaroff Stan , Pfister Hanspeter",2017,CVPR2017,-999
Flexible Spatio-Temporal Networks for Video Prediction,"Lu Chaochao , Hirsch Michael , Scholkopf Bernhard",2017,CVPR2017,-999
Soft-Margin Mixture of Regressions,"Huang Dong , Han Longfei , De la Torre Fern,o",2017,CVPR2017,-999
Network Dissection: Quantifying Interpretability of Deep Visual Representations,"Bau David , Zhou Bolei , Khosla Aditya , Oliva Aude , Torralba Antonio",2017,CVPR2017,-999
Straight to Shapes: Real-Time Detection of Encoded Shapes,"Jetley Saumya , Sapienza Michael , Golodetz Stuart , Torr Philip H. S.",2017,CVPR2017,-999
FCSS: Fully Convolutional Self-Similarity for Dense Semantic Correspondence,"Kim Seungryong , Min Dongbo , Ham Bumsub , Jeon Sangryul , Lin Stephen , Sohn Kwanghoon",2017,CVPR2017,-999
Variational Bayesian Multiple Instance Learning With Gaussian Processes,"Haussmann Manuel , Hamprecht Fred A. , K,emir Melih",2017,CVPR2017,-999
Incorporating Copying Mechanism in Image Captioning for Learning Novel Objects,"Yao Ting , Pan Yingwei , Li Yehao , Mei Tao",2017,CVPR2017,-999
Beyond Instance-Level Image Retrieval: Leveraging Captions to Learn a Global Visual Representation for Semantic Retrieval,"Gordo Albert , Larlus Diane",2017,CVPR2017,-999
Fast 3D Reconstruction of Faces With Glasses,"Maninchedda Fabio , Oswald Martin R. , Pollefeys Marc",2017,CVPR2017,-999
Non-Local Deep Features for Salient Object Detection,"Luo Zhiming , Mishra Akshaya , Achkar Andrew , Eichel Justin , Li Shaozi , Jodoin Pierre-Marc",2017,CVPR2017,-999
Simultaneous Feature Aggregating and Hashing for Large-Scale Image Search,"Do Thanh-Toan , Le Tan Dang-Khoa , Pham Trung T. , Cheung Ngai-Man",2017,CVPR2017,-999
Not Afraid of the Dark: NIR-VIS Face Recognition via Cross-Spectral Hallucination and Low-Rank Embedding,"Lezama Jose , Qiu Qiang , Sapiro Guillermo",2017,CVPR2017,-999
ECO: Efficient Convolution Operators for Tracking,"Danelljan Martin , Bhat Goutam , Shahbaz Khan Fahad , Felsberg Michael",2017,CVPR2017,-999
Semi-Supervised Deep Learning for Monocular Depth Map Prediction,"Kuznietsov Yevhen , Stuckler Jorg , Leibe Bastian",2017,CVPR2017,-999
End-To-End Instance Segmentation With Recurrent Attention,"Ren Mengye , Zemel Richard S.",2017,CVPR2017,-999
Multigrid Neural Architectures,"Ke Tsung-Wei , Maire Michael , Yu Stella X.",2017,CVPR2017,-999
Fast Boosting Based Detection Using Scale Invariant Multimodal Multiresolution Filtered Features,"Daniel Costea Arthur , Varga Robert , Nedevschi Sergiu",2017,CVPR2017,-999
DSAC - Differentiable RANSAC for Camera Localization,"Brachmann Eric , Krull Alex,er , Nowozin Sebastian , Shotton Jamie , Michel Frank , Gumhold Stefan , Rother Carsten",2017,CVPR2017,-999
Group-Wise Point-Set Registration Based on Renyi's Second Order Entropy,"Sanchez Giraldo Luis G. , Hasanbelliu Erion , Rao Murali , Principe Jose C.",2017,CVPR2017,-999
PoseAgent: Budget-Constrained 6D Object Pose Estimation via Reinforcement Learning,"Krull Alex,er , Brachmann Eric , Nowozin Sebastian , Michel Frank , Shotton Jamie , Rother Carsten",2017,CVPR2017,-999
MuCaLe-Net: Multi Categorical-Level Networks to Generate More Discriminating Features,"Tamaazousti Youssef , Le Borgne Herve , Hudelot Celine",2017,CVPR2017,-999
High-Resolution Image Inpainting Using Multi-Scale Neural Patch Synthesis,"Yang Chao , Lu Xin , Lin Zhe , Shechtman Eli , Wang Oliver , Li Hao",2017,CVPR2017,-999
Temporal Attention-Gated Model for Robust Sequence Classification,"Pei Wenjie , Baltrusaitis Tadas , Tax David M.J. , Morency Louis-Philippe",2017,CVPR2017,-999
Multiple-Scattering Microphysics Tomography,"Levis Aviad , Schechner Yoav Y. , Davis Anthony B.",2017,CVPR2017,-999
Why You Should Forget Luminance Conversion and Do Something Better,"Nguyen Rang M. H. , Brown Michael S.",2017,CVPR2017,-999
Deep Quantization: Encoding Convolutional Activations With Deep Generative Model,"Qiu Zhaofan , Yao Ting , Mei Tao",2017,CVPR2017,-999
Joint Multi-Person Pose Estimation and Semantic Part Segmentation,"Xia Fangting , Wang Peng , Chen Xianjie , Yuille Alan L.",2017,CVPR2017,-999
DOPE: Distributed Optimization for Pairwise Energies,"Dolz Jose , Ben Ayed Ismail , Desrosiers Christian",2017,CVPR2017,-999
Reflectance Adaptive Filtering Improves Intrinsic Image Estimation,"Nestmeyer Thomas , Gehler Peter V.",2017,CVPR2017,-999
DenseReg: Fully Convolutional Dense Shape Regression In-The-Wild,"Alp Guler Riza , Trigeorgis George , Antonakos Epameinondas , Snape Patrick , Zafeiriou Stefanos , Kokkinos Iasonas",2017,CVPR2017,-999
Deep Learning Human Mind for Automated Visual Classification,"Spampinato Concetto , Palazzo Simone , Kavasidis Isaak , Giordano Daniela , Souly Nasim , Shah Mubarak",2017,CVPR2017,-999
Learning Discriminative and Transformation Covariant Local Feature Detectors,"Zhang Xu , Yu Felix X. , Karaman Svebor , Chang Shih-Fu",2017,CVPR2017,-999
Temporal Action Co-Segmentation in 3D Motion Capture Data and Videos,"Papoutsakis Konstantinos , Panagiotakis Costas , Argyros Antonis A.",2017,CVPR2017,-999
Learning Diverse Image Colorization,"Deshp,e Aditya , Lu Jiajun , Yeh Mao-Chuang , Jin Chong Min , Forsyth David",2017,CVPR2017,-999
Non-Uniform Subset Selection for Active Learning in Structured Data,"Paul Sujoy , Bappy Jawadul H. , Roy-Chowdhury Amit K.",2017,CVPR2017,-999
VidLoc: A Deep Spatio-Temporal Model for 6-DoF Video-Clip Relocalization,"Clark Ronald , Wang Sen , Markham Andrew , Trigoni Niki , Wen Hongkai",2017,CVPR2017,-999
Hard Mixtures of Experts for Large Scale Weakly Supervised Vision,"Gross Sam , Ranzato Marc'Aurelio , Szlam Arthur",2017,CVPR2017,-999
Colorization as a Proxy Task for Visual Understanding,"Larsson Gustav , Maire Michael , Shakhnarovich Gregory",2017,CVPR2017,-999
A Dataset and Exploration of Models for Understanding Video Data Through Fill-In-The-Blank Question-Answering,"Maharaj Tegan , Ballas Nicolas , Rohrbach Anna , Courville Aaron , Pal Christopher",2017,CVPR2017,-999
Interspecies Knowledge Transfer for Facial Keypoint Detection,"Rashid Maheen , Gu Xiuye , Jae Lee Yong",2017,CVPR2017,-999
Making the v in VQA Matter: Elevating the Role of Image Understanding in Visual Question Answering,"Goyal Yash , Khot Tejas , Summers-Stay Douglas , Batra Dhruv , Parikh Devi",2017,CVPR2017,-999
Deep Semantic Feature Matching,"Ufer Nikolai , Ommer Bjorn",2017,CVPR2017,-999
Improved Texture Networks: Maximizing Quality and Diversity in Feed-Forward Stylization and Texture Synthesis,"Ulyanov Dmitry , Vedaldi Andrea , Lempitsky Victor",2017,CVPR2017,-999
A Reinforcement Learning Approach to the View Planning Problem,"Devrim Kaba Mustafa , Gokhan Uzunbas Mustafa , Nam Lim Ser",2017,CVPR2017,-999
Improving Facial Attribute Prediction Using Semantic Segmentation,"Kalayeh Mahdi M. , Gong Boqing , Shah Mubarak",2017,CVPR2017,-999
Deep Network Flow for Multi-Object Tracking,"Schulter Samuel , Vernaza Paul , Choi Wongun , Ch,raker Manmohan",2017,CVPR2017,-999
Bidirectional Beam Search: Forward-Backward Inference in Neural Sequence Models for Fill-In-The-Blank Image Captioning,"Sun Qing , Lee Stefan , Batra Dhruv",2017,CVPR2017,-999
Matting and Depth Recovery of Thin Structures Using a Focal Stack,"Liu Chao , Narasimhan Srinivasa G. , Dubrawski Artur W.",2017,CVPR2017,-999
Discovering Causal Signals in Images,"Lopez-Paz David , Nishihara Robert , Chintala Soumith , Scholkopf Bernhard , Bottou Leon",2017,CVPR2017,-999
Harvesting Multiple Views for Marker-Less 3D Human Pose Annotations,"Pavlakos Georgios , Zhou Xiaowei , Derpanis Konstantinos G. , Daniilidis Kostas",2017,CVPR2017,-999
Shading Annotations in the Wild,"Kovacs Balazs , Bell Sean , Snavely Noah , Bala Kavita",2017,CVPR2017,-999
Self-Critical Sequence Training for Image Captioning,"Rennie Steven J. , Marcheret Etienne , Mroueh Youssef , Ross Jerret , Goel Vaibhava",2017,CVPR2017,-999
Coarse-To-Fine Volumetric Prediction for Single-Image 3D Human Pose,"Pavlakos Georgios , Zhou Xiaowei , Derpanis Konstantinos G. , Daniilidis Kostas",2017,CVPR2017,-999
3D Human Pose Estimation = 2D Pose Estimation + Matching,"Chen Ching-Hang , Ramanan Deva",2017,CVPR2017,-999
Level Playing Field for Million Scale Face Recognition,"Nech Aaron , Kemelmacher-Shlizerman Ira",2017,CVPR2017,-999
Unsupervised Adaptive Re-Identification in Open World Dynamic Camera Networks,"P,a Rameswar , Bhuiyan Amran , Murino Vittorio , Roy-Chowdhury Amit K.",2017,CVPR2017,-999
Deep Feature Interpolation for Image Content Changes,"Upchurch Paul , Gardner Jacob , Pleiss Geoff , Pless Robert , Snavely Noah , Bala Kavita , Weinberger Kilian",2017,CVPR2017,-999
3D Bounding Box Estimation Using Deep Learning and Geometry,"Mousavian Arsalan , Anguelov Dragomir , Flynn John , Kosecka Jana",2017,CVPR2017,-999
Collaborative Summarization of Topic-Related Videos,"P,a Rameswar , Roy-Chowdhury Amit K.",2017,CVPR2017,-999
Synthesizing Dynamic Patterns by Spatial-Temporal Generative ConvNet,"Xie Jianwen , Zhu Song-Chun , Nian Wu Ying",2017,CVPR2017,-999
Comprehension-Guided Referring Expressions,"Luo Ruotian , Shakhnarovich Gregory",2017,CVPR2017,-999
Zero Shot Learning via Multi-Scale Manifold Regularization,"Deutsch Shay , Kolouri Soheil , Kim Kyungnam , Owechko Yuri , Soatto Stefano",2017,CVPR2017,-999
LCNN: Lookup-Based Convolutional Neural Network,"Bagherinezhad Hessam , Rastegari Mohammad , Farhadi Ali",2017,CVPR2017,-999
Deep Unsupervised Similarity Learning Using Partially Ordered Sets,"Bautista Miguel A. , Sanakoyeu Artsiom , Ommer Bjorn",2017,CVPR2017,-999
Zero-Shot Classification With Discriminative Semantic Representation Learning,"Ye Meng , Guo Yuhong",2017,CVPR2017,-999
Learning Detection With Diverse Proposals,"Azadi Samaneh , Feng Jiashi , Darrell Trevor",2017,CVPR2017,-999
Learning Random-Walk Label Propagation for Weakly-Supervised Semantic Segmentation,"Vernaza Paul , Ch,raker Manmohan",2017,CVPR2017,-999
Adversarial Discriminative Domain Adaptation,"Tzeng Eric , Hoffman Judy , Saenko Kate , Darrell Trevor",2017,CVPR2017,-999
An Efficient Background Term for 3D Reconstruction and Tracking With Smooth Surface Models,"Jaimez Mariano , Cashman Thomas J. , Fitzgibbon Andrew , Gonzalez-Jimenez Javier , Cremers Daniel",2017,CVPR2017,-999
The Amazing Mysteries of the Gutter: Drawing Inferences Between Panels in Comic Book Narratives,"Iyyer Mohit , Manjunatha Varun , Guha Anupam , Vyas Yogarshi , Boyd-Graber Jordan , Daume III Hal , Davis Larry S.",2017,CVPR2017,-999
Commonly Uncommon: Semantic Sparsity in Situation Recognition,"Yatskar Mark , Ordonez Vicente , Zettlemoyer Luke , Farhadi Ali",2017,CVPR2017,-999
Top-Down Visual Saliency Guided by Captions,"Ramanishka Vasili , Das Abir , Zhang Jianming , Saenko Kate",2017,CVPR2017,-999
The Geometry of First-Returning Photons for Non-Line-Of-Sight Imaging,"Tsai Chia-Yin , Kutulakos Kiriakos N. , Narasimhan Srinivasa G. , Sankaranarayanan Aswin C.",2017,CVPR2017,-999
An Efficient Algebraic Solution to the Perspective-Three-Point Problem,"Ke Tong , Roumeliotis Stergios I.",2017,CVPR2017,-999
WSISA: Making Survival Prediction From Whole Slide Histopathological Images,"Zhu Xinliang , Yao Jiawen , Zhu Feiyun , Huang Junzhou",2017,CVPR2017,-999
"A Low Power, Fully Event-Based Gesture Recognition System","Amir Arnon , Taba Brian , Berg David , Melano Timothy , McKinstry Jeffrey , Di Nolfo Carmelo , Nayak Tapan , Andreopoulos Alex,er , Garreau Guillaume , Mendoza Marcela , Kusnitz Jeff , Debole Michael , Esser Steve , Delbruck Tobi , Flickner Myron , Modha Dharmendra",2017,CVPR2017,-999
Modeling Sub-Event Dynamics in First-Person Action Recognition,"Zaki Hasan F. M. , Shafait Faisal , Mian Ajmal",2017,CVPR2017,-999
"YOLO9000: Better, Faster, Stronger","Redmon Joseph , Farhadi Ali",2017,CVPR2017,-999
Skeleton Key: Image Captioning by Skeleton-Attribute Decomposition,"Wang Yufei , Lin Zhe , Shen Xiaohui , Cohen Scott , Cottrell Garrison W.",2017,CVPR2017,-999
A Joint Speaker-Listener-Reinforcer Model for Referring Expressions,"Yu Licheng , Tan Hao , Bansal Mohit , Berg Tamara L.",2017,CVPR2017,-999
Realtime Multi-Person 2D Pose Estimation Using Part Affinity Fields,"Cao Zhe , Simon Tomas , Wei Shih-En , Sheikh Yaser",2017,CVPR2017,-999
Newton-Type Methods for Inference in Higher-Order Markov Random Fields,"Kannan Hariprasad , Komodakis Nikos , Paragios Nikos",2017,CVPR2017,-999
Speed/Accuracy Trade-Offs for Modern Convolutional Object Detectors,"Huang Jonathan , Rathod Vivek , Sun Chen , Zhu Menglong , Korattikara Anoop , Fathi Alireza , Fischer Ian , Wojna Zbigniew , Song Yang , Guadarrama Sergio , Murphy Kevin",2017,CVPR2017,-999
Deep Outdoor Illumination Estimation,"Hold-Geoffroy Yannick , Sunkavalli Kalyan , Hadap Sunil , Gambaretto Emiliano , Lalonde Jean-Francois",2017,CVPR2017,-999
Weakly Supervised Semantic Segmentation Using Web-Crawled Videos,"Hong Seunghoon , Yeo Donghun , Kwak Suha , Lee Honglak , Han Bohyung",2017,CVPR2017,-999
Global Optimality in Neural Network Training,"Haeffele Benjamin D. , Vidal Rene",2017,CVPR2017,-999
Fine-Tuning Convolutional Neural Networks for Biomedical Image Analysis: Actively and Incrementally,"Zhou Zongwei , Shin Jae , Zhang Lei , Gurudu Suryakanth , Gotway Michael , Liang Jianming",2017,CVPR2017,-999
FASON: First and Second Order Information Fusion Network for Texture Recognition,"Dai Xiyang , Yue-Hei Ng Joe , Davis Larry S.",2017,CVPR2017,-999
Recurrent Convolutional Neural Networks for Continuous Sign Language Recognition by Staged Optimization,"Cui Runpeng , Liu Hu , Zhang Changshui",2017,CVPR2017,-999
On Compressing Deep Models by Low Rank and Sparse Decomposition,"Yu Xiyu , Liu Tongliang , Wang Xinchao , Tao Dacheng",2017,CVPR2017,-999
Cross-Modality Binary Code Learning via Fusion Similarity Hashing,"Liu Hong , Ji Rongrong , Wu Yongjian , Huang Feiyue , Zhang Baochang",2017,CVPR2017,-999
Adaptive Relaxed ADMM: Convergence Theory and Practical Implementation,"Xu Zheng , Figueiredo Mario A. T. , Yuan Xiaoming , Studer Christoph , Goldstein Tom",2017,CVPR2017,-999
Generative Hierarchical Learning of Sparse FRAME Models,"Xie Jianwen , Xu Yifei , Nijkamp Erik , Nian Wu Ying , Zhu Song-Chun",2017,CVPR2017,-999
Exploiting Symmetry and/or Manhattan Properties for 3D Object Structure Estimation From Single and Multiple Images,"Gao Yuan , Yuille Alan L.",2017,CVPR2017,-999
Fast Haze Removal for Nighttime Image Using Maximum Reflectance Prior,"Zhang Jing , Cao Yang , Fang Shuai , Kang Yu , Wen Chen Chang",2017,CVPR2017,-999
Adaptive Class Preserving Representation for Image Classification,"Mi Jian-Xun , Fu Qiankun , Li Weisheng",2017,CVPR2017,-999
A Dataset for Benchmarking Image-Based Localization,"Sun Xun , Xie Yuanfan , Luo Pei , Wang Liang",2017,CVPR2017,-999
Low-Rank-Sparse Subspace Representation for Robust Regression,"Zhang Yongqiang , Shi Daming , Gao Junbin , Cheng Dansong",2017,CVPR2017,-999
AGA: Attribute-Guided Augmentation,"Dixit M,ar , Kwitt Rol, , Niethammer Marc , Vasconcelos Nuno",2017,CVPR2017,-999
Awesome Typography: Statistics-Based Text Effects Transfer,"Yang Shuai , Liu Jiaying , Lian Zhouhui , Guo Zongming",2017,CVPR2017,-999
Lean Crowdsourcing: Combining Humans and Machines in an Online System,"Branson Steve , Van Horn Grant , Perona Pietro",2017,CVPR2017,-999
Deep Compositional Captioning: Describing Novel Object Categories Without Paired Training Data,"Hendricks Lisa Anne , Venugopalan Subhashini , Rohrbach Marcus , Mooney Raymond , Saenko Kate , Darrell Trevor",2016,CVPR2016,-999
Generation and Comprehension of Unambiguous Object Descriptions,"Mao Junhua , Huang Jonathan , Toshev Alex,er , Camburu Oana , Yuille Alan L. , Murphy Kevin",2016,CVPR2016,-999
Stacked Attention Networks for Image Question Answering,"Yang Zichao , He Xiaodong , Gao Jianfeng , Deng Li , Smola Alex",2016,CVPR2016,-999
Image Question Answering Using Convolutional Neural Network With Dynamic Parameter Prediction,"Noh Hyeonwoo , Seo Paul Hongsuck , Han Bohyung",2016,CVPR2016,-999
Neural Module Networks,"Andreas Jacob , Rohrbach Marcus , Darrell Trevor , Klein Dan",2016,CVPR2016,-999
Learning Deep Representations of Fine-Grained Visual Descriptions,"Reed Scott , Akata Zeynep , Lee Honglak , Schiele Bernt",2016,CVPR2016,-999
Multi-Cue Zero-Shot Learning With Strong Supervision,"Akata Zeynep , Malinowski Mateusz , Fritz Mario , Schiele Bernt",2016,CVPR2016,-999
Latent Embeddings for Zero-Shot Classification,"Xian Yongqin , Akata Zeynep , Sharma Gaurav , Nguyen Quynh , Hein Matthias , Schiele Bernt",2016,CVPR2016,-999
One-Shot Learning of Scene Locations via Feature Trajectory Transfer,"Kwitt Rol, , Hegenbart Sebastian , Niethammer Marc",2016,CVPR2016,-999
Learning Attributes Equals Multi-Source Domain Generalization,"Gan Chuang , Yang Tianbao , Gong Boqing",2016,CVPR2016,-999
Anticipating Visual Representations From Unlabeled Video,"Vondrick Carl , Pirsiavash Hamed , Torralba Antonio",2016,CVPR2016,-999
Learning to Assign Orientations to Feature Points,"Yi Kwang Moo , Verdie Yannick , Fua Pascal , Lepetit Vincent",2016,CVPR2016,-999
Learning Dense Correspondence via 3D-Guided Cycle Consistency,"Zhou Tinghui , Krahenbuhl Philipp , Aubry Mathieu , Huang Qixing , Efros Alexei A.",2016,CVPR2016,-999
The Global Patch Collider,"Wang Shenlong , Fanello Sean Ryan , Rhemann Christoph , Izadi Shahram , Kohli Pushmeet",2016,CVPR2016,-999
Joint Probabilistic Matching Using m-Best Solutions,"Rezatofighi Seyed Hamid , Milan Anton , Zhang Zhen , Shi Qinfeng , Dick Anthony , Reid Ian",2016,CVPR2016,-999
Face Alignment Across Large Poses: A 3D Solution,"Zhu Xiangyu , Lei Zhen , Liu Xiaoming , Shi Hailin , Li Stan Z.",2016,CVPR2016,-999
Interactive Segmentation on RGBD Images via Cue Selection,"Feng Jie , Price Brian , Cohen Scott , Chang Shih-Fu",2016,CVPR2016,-999
